,State Code,State,Zip Code,City,Year,Price,% Increase,Latitude,Longitude
4265,WA,Washington,98372,Puyallup,174000,398900,229.25,47.2042,-122.2734
4266,OH,Ohio,44116,Rocky River,173700,254200,146.34,41.4694,-81.8512
4267,OH,Ohio,44012,Avon Lake,183400,257000,140.13,41.5019,-82.0111
4268,IN,Indiana,46221,Indianapolis,81100,128000,157.83,39.7509,-86.1924
4269,GA,Georgia,30327,Atlanta,564100,983900,174.42,33.8627,-84.42
4270,MA,Massachusetts,1109,Springfield,67400,135600,201.19,42.1145,-72.5543
4271,CA,California,91733,South El Monte,155800,515400,330.81,34.0557,-118.0444
4272,TX,Texas,78734,Lakeway,239800,421500,175.77,30.3705,-97.9427
4273,AL,Alabama,35243,Vestavia Hills,193600,372100,192.2,33.4459,-86.7502
4274,IL,Illinois,60642,Chicago,236900,453700,191.52,41.9008,-87.6528
4275,MI,Michigan,48326,Auburn Hills,141500,167000,118.02,42.6583,-83.2375
4276,MA,Massachusetts,2478,Belmont,415300,996300,239.9,42.3959,-71.1787
4277,MD,Maryland,20721,Bowie,213000,407000,191.08,38.9194,-76.7871
4278,AZ,Arizona,85259,Scottsdale,349500,638200,182.6,33.5879,-111.8404
4279,FL,Florida,33596,Valrico,133000,284700,214.06,27.8925,-82.243
4280,FL,Florida,32536,Crestview,85600,179900,210.16,30.7644,-86.5917
4281,IN,Indiana,47712,Evansville,75200,127000,168.88,37.929,-87.6604
4282,CA,California,94603,Oakland,129000,462600,358.6,37.7402,-122.171
4283,PA,Pennsylvania,15101,Hampton,132700,247200,186.28,40.57,-79.9665
4284,TX,Texas,75205,University Park,619400,1147500,185.26,32.826,-96.7843
4285,WA,Washington,98248,Ferndale,144100,373500,259.2,48.8625,-122.5953
4286,NC,North Carolina,28144,Salisbury,72800,106900,146.84,35.6515,-80.4889
4287,TX,Texas,77067,Houston,79700,140500,176.29,29.9547,-95.4522
4288,FL,Florida,32177,Palatka,59600,92900,155.87,29.6577,-81.6595
4289,NC,North Carolina,27288,Eden,46100,43800,95.01,36.5,-79.759
4290,TX,Texas,78238,San Antonio,85700,161900,188.91,29.451,-98.6169
4291,FL,Florida,33901,Fort Myers,72300,176200,243.71,26.6204,-81.8725
4292,TN,Tennessee,37862,Sevierville,116900,199900,171,35.8452,-83.5386
4293,NC,North Carolina,28334,Dunn,77700,116100,149.42,35.3165,-78.6151
4294,NC,North Carolina,28704,Arden,128100,275300,214.91,35.4637,-82.5354
4295,CA,California,90810,Long Beach,147800,474200,320.84,33.8193,-118.2325
4296,MI,Michigan,48329,Waterford,142000,180100,126.83,42.6877,-83.3879
4297,IL,Illinois,60002,Antioch,157800,200800,127.25,42.4648,-88.1178
4298,NJ,New Jersey,7860,Newton,153200,238000,155.35,41.0695,-74.8069
4299,NJ,New Jersey,7675,River Vale,315500,549300,174.1,41.0092,-74.0041
4300,CA,California,92231,Calexico,109800,234600,213.66,32.6832,-115.5028
4301,NC,North Carolina,28083,Kannapolis,76100,135600,178.19,35.4848,-80.6015
4302,CO,Colorado,80132,Monument,211700,498400,235.43,39.1007,-104.8542
4303,NV,Nevada,89145,Las Vegas,121500,258600,212.84,36.1693,-115.2828
4304,PA,Pennsylvania,19018,Upper Darby,92000,146500,159.24,39.9218,-75.2876
4305,NC,North Carolina,28152,Shelby,77400,102200,132.04,35.2689,-81.5337
4306,CT,Connecticut,6704,Waterbury,83900,101400,120.86,41.5754,-73.0318
4307,WI,Wisconsin,54751,Menomonie,105100,171100,162.8,44.8718,-91.9265
4308,NE,Nebraska,68135,Omaha,164900,254100,154.09,41.2104,-96.1698
4309,TN,Tennessee,37412,East Ridge,76600,129400,168.93,35.0015,-85.2384
4310,SC,South Carolina,29020,Camden,75900,109100,143.74,34.2696,-80.591
4311,KS,Kansas,67501,Hutchinson,47900,58900,122.96,38.055,-97.9311
4312,CA,California,91042,Los Angeles,191700,632700,330.05,34.2544,-118.2849
4313,NY,New York,11414,New York,314700,670500,213.06,40.6588,-73.8438
4314,TX,Texas,77583,Arcola,128900,215600,167.26,29.4203,-95.4537
4315,AL,Alabama,35023,Hueytown,78400,99200,126.53,33.468,-87.0924
4316,WI,Wisconsin,53916,Beaver Dam,94400,142300,150.74,43.4616,-88.8407
4317,IL,Illinois,61103,Rockford,67600,67100,99.26,42.301,-89.0833
4318,TX,Texas,78738,Bee Cave,356100,532000,149.4,30.3337,-97.9824
4319,CO,Colorado,80108,Castle Rock,333800,590100,176.78,39.4455,-104.853
4320,NC,North Carolina,28147,Salisbury,96800,163300,168.7,35.6817,-80.5615
4321,AZ,Arizona,85756,Tucson,98500,170000,172.59,32.0839,-110.9004
4322,MD,Maryland,21146,Severna Park,221500,514800,232.42,39.0811,-76.5577
4323,AZ,Arizona,85641,Vail,149100,267700,179.54,32.0027,-110.7053
4324,FL,Florida,34224,Englewood,81000,194500,240.12,26.92,-82.3048
4325,TX,Texas,77551,Galveston,87100,172600,198.16,29.2766,-94.8303
4326,PA,Pennsylvania,15202,Bellevue,73000,146000,200,40.5053,-80.0685
4327,CA,California,96007,Anderson,90500,223800,247.29,40.4574,-122.3282
4328,LA,Louisiana,70820,Baton Rouge,98900,160100,161.88,30.3795,-91.1671
4329,OH,Ohio,43227,Columbus,76600,98100,128.07,39.9444,-82.8903
4330,TX,Texas,79902,El Paso,98100,173400,176.76,31.7763,-106.4932
4331,TN,Tennessee,37334,Fayetteville,57700,112900,195.67,35.1527,-86.5664
4332,MI,Michigan,49464,Zeeland,132000,214800,162.73,42.8256,-86.0104
4333,AK,Alaska,99577,Anchorage,165000,386500,234.24,61.3114,-149.5085
4334,OH,Ohio,44514,Boardman,102100,140400,137.51,41.0093,-80.6183
4335,TX,Texas,76092,Southlake,410300,671300,163.61,32.9485,-97.1524
4336,VA,Virginia,20121,Centreville,151100,383600,253.87,38.8195,-77.4558
4337,TN,Tennessee,37934,Farragut,188400,341000,181,35.8762,-84.1746
4338,NC,North Carolina,28570,Newport,100300,180600,180.06,34.7551,-76.9069
4339,CO,Colorado,80110,Englewood,144500,360600,249.55,39.6463,-105.0092
4340,MA,Massachusetts,1824,Chelmsford,236600,436100,184.32,42.5911,-71.3556
4341,WA,Washington,98383,Silverdale,155400,387700,249.49,47.6621,-122.6981
4342,TX,Texas,77316,Montgomery,199700,336500,168.5,30.3587,-95.6857
4343,WI,Wisconsin,53150,Muskego,158800,309500,194.9,42.9047,-88.1214
4344,ME,Maine,4210,Auburn,77700,154100,198.33,44.0948,-70.239
4345,NJ,New Jersey,7719,Wall,171200,436300,254.85,40.1688,-74.072
4346,OH,Ohio,44144,Cleveland,95400,97300,101.99,41.4385,-81.7398
4347,IN,Indiana,46256,Indianapolis,169700,218700,128.87,39.8977,-86.0094
4348,NY,New York,12208,Albany,99100,196800,198.59,42.656,-73.7964
4349,OH,Ohio,45248,Bridgetown,120900,143700,118.86,39.1652,-84.6625
4350,LA,Louisiana,70510,Abbeville,59900,73000,121.87,29.9466,-92.2416
4351,IN,Indiana,46725,Columbia City,86300,162600,188.41,41.1619,-85.4737
4352,CA,California,92583,San Jacinto,115500,263200,227.88,33.7967,-116.9324
4353,NC,North Carolina,27527,Clayton,140700,250000,177.68,35.6577,-78.3837
4354,GA,Georgia,30720,Dalton,99500,147100,147.84,34.7635,-84.9875
4355,PA,Pennsylvania,15136,Stowe,73600,111700,151.77,40.4717,-80.0876
4356,NC,North Carolina,27101,Winston-Salem,71200,95900,134.69,36.1024,-80.2228
4357,UT,Utah,84009,South Jordan,183700,421200,229.29,40.5622,-111.9297
4358,FL,Florida,33556,Odessa,190000,408300,214.89,28.1421,-82.5905
4359,IL,Illinois,61938,Mattoon,44100,73400,166.44,39.4802,-88.3762
4360,PA,Pennsylvania,18062,Lower Macungie,156400,271900,173.85,40.5285,-75.5666
4361,LA,Louisiana,71201,Monroe,93400,157000,168.09,32.5286,-92.1061
4362,TX,Texas,78133,Canyon Lake,131500,267200,203.19,29.9112,-98.2374
4363,CA,California,92706,Santa Ana,205300,641500,312.47,33.7691,-117.8855
4364,MN,Minnesota,55411,Minneapolis,78300,173500,221.58,44.9996,-93.3005
4365,TX,Texas,75041,Garland,78500,170300,216.94,32.8794,-96.6411
4366,IL,Illinois,61111,Loves Park,90400,103600,114.6,42.3295,-89.0335
4367,NJ,New Jersey,7424,Little Falls,211600,393200,185.82,40.8835,-74.2144
4368,NY,New York,11722,Islip,131900,278000,210.77,40.7866,-73.1961
4369,OK,Oklahoma,74112,Tulsa,62300,104500,167.74,36.147,-95.907
4370,IL,Illinois,61244,East Moline,71900,100600,139.92,41.5118,-90.4321
4371,CA,California,91602,Los Angeles,286600,908900,317.13,34.151,-118.3663
4372,TN,Tennessee,38464,Lawrenceburg,63700,102200,160.44,35.2507,-87.3526
4373,OR,Oregon,97071,Woodburn,122000,271500,222.54,45.1446,-122.8583
4374,OH,Ohio,45202,Cincinnati,144700,308600,213.27,39.1072,-84.502
4375,UT,Utah,84606,Provo,133300,267900,200.98,40.2347,-111.6447
4376,NV,Nevada,89701,Carson City,128200,296800,231.51,39.1507,-119.7459
4377,IL,Illinois,60015,Deerfield,333300,468900,140.68,42.1705,-87.859
4378,NY,New York,12078,Gloversville,49300,89700,181.95,43.0616,-74.3375
4379,MN,Minnesota,56201,Willmar,89500,159000,177.65,45.1393,-95.0523
4380,KS,Kansas,67502,Hutchinson,95200,145500,152.84,38.1156,-97.8937
4381,OH,Ohio,44310,Akron,65200,63400,97.24,41.1075,-81.5006
4382,MI,Michigan,48503,Flint,50800,25700,50.59,43.0128,-83.6914
4383,NY,New York,12047,Cohoes,90600,204800,226.05,42.7754,-73.7124
4384,TX,Texas,79934,El Paso,98600,145600,147.67,31.9386,-106.4073
4385,CO,Colorado,80922,Colorado Springs,155500,294500,189.39,38.905,-104.6982
4386,TX,Texas,79930,El Paso,63200,95100,150.47,31.8048,-106.4568
4387,KS,Kansas,67218,Wichita,66400,84400,127.11,37.669,-97.2802
4388,MA,Massachusetts,2026,Dedham,219700,503600,229.22,42.2437,-71.1637
4389,NY,New York,13069,Fulton,54300,87800,161.69,43.3211,-76.4034
4390,MA,Massachusetts,1803,Burlington,257200,572800,222.71,42.5089,-71.2004
4391,CA,California,95501,Eureka,92800,240200,258.84,40.7938,-124.1573
4392,CA,California,95829,Sacramento,166300,400100,240.59,38.4689,-121.344
4393,CO,Colorado,81501,Grand Junction,89400,193600,216.55,39.0783,-108.5457
4394,PA,Pennsylvania,18064,Nazareth,120200,249500,207.57,40.745,-75.3199
4395,VA,Virginia,24551,Forest,141500,252100,178.16,37.3379,-79.2791
4396,AZ,Arizona,85085,Phoenix,195200,385400,197.44,33.7529,-112.0893
4397,GA,Georgia,30122,Lithia Springs,103000,148900,144.56,33.7655,-84.6469
4398,FL,Florida,34601,Brooksville,56500,148000,261.95,28.5658,-82.3737
4399,VA,Virginia,24017,Roanoke,65200,89600,137.42,37.2937,-79.9902
4400,OH,Ohio,43113,Circleville,97700,156800,160.49,39.5988,-82.93
4401,LA,Louisiana,70448,Mandeville,127900,235700,184.28,30.3666,-90.0487
4402,OR,Oregon,97333,Corvallis,136000,344200,253.09,44.5393,-123.2799
4403,TX,Texas,77045,Houston,62600,127300,203.35,29.6297,-95.4382
4404,VA,Virginia,22180,Vienna,247300,712800,288.23,38.8935,-77.2532
4405,TX,Texas,77357,Roman Forest,90500,173300,191.49,30.1579,-95.198
4406,WA,Washington,98284,Sedro-Woolley,136800,290800,212.57,48.5274,-122.2329
4407,NJ,New Jersey,7430,Mahwah,266200,474500,178.25,41.0817,-74.1861
4408,SC,South Carolina,29575,Surfside Beach,125800,197600,157.07,33.6286,-78.9736
4409,IL,Illinois,60087,Waukegan,122200,136800,111.95,42.3989,-87.8554
4410,TX,Texas,75225,Dallas,604600,1111100,183.77,32.8628,-96.7918
4411,CA,California,94619,Oakland,223900,753200,336.4,37.7878,-122.1884
4412,NC,North Carolina,27262,High Point,76200,100900,132.41,35.9734,-80.0107
4413,FL,Florida,33916,Fort Myers,67200,121800,181.25,26.6466,-81.8429
4414,CA,California,92508,Riverside,194800,491300,252.21,33.8897,-117.3043
4415,TN,Tennessee,37821,Newport,39900,89900,225.31,35.9544,-83.2027
4416,TX,Texas,78332,Alice,64300,94000,146.19,27.7432,-98.0836
4417,MN,Minnesota,55025,Forest Lake,155600,287100,184.51,45.2685,-92.9749
4418,NY,New York,14223,Tonawanda,78800,148600,188.58,42.9731,-78.845
4419,MO,Missouri,64014,Blue Springs,110000,177000,160.91,39.0152,-94.2604
4420,FL,Florida,33066,Coconut Creek,69600,140900,202.44,26.2535,-80.1775
4421,GA,Georgia,30512,Blairsville,90200,196800,218.18,34.8763,-83.992
4422,TX,Texas,79407,Lubbock,61900,126200,203.88,33.5684,-101.9423
4423,MS,Mississippi,39350,Philadelphia,67300,114000,169.39,32.7572,-89.1154
4424,GA,Georgia,31024,Eatonton,104100,207400,199.23,33.3127,-83.3628
4425,NY,New York,10512,Lake Carmel,178100,304600,171.03,41.4432,-73.6815
4426,FL,Florida,33936,Lehigh Acres,65600,139600,212.8,26.5936,-81.6619
4427,MD,Maryland,20653,Lexington Park,142600,249000,174.61,38.2495,-76.4529
4428,MI,Michigan,48306,Rochester Hills,289000,404200,139.86,42.7262,-83.1566
4429,CO,Colorado,80831,Peyton,150800,348500,231.1,38.9541,-104.5472
4430,NY,New York,10309,New York,241300,585400,242.6,40.5352,-74.2116
4431,IL,Illinois,61571,Washington,108000,143100,132.5,40.7034,-89.4194
4432,OK,Oklahoma,73003,Edmond,90200,161600,179.16,35.6748,-97.4997
4433,CO,Colorado,81401,Montrose,111100,236100,212.51,38.4678,-107.8752
4434,NY,New York,10708,Eastchester,413200,886200,214.47,40.9391,-73.8353
4435,PA,Pennsylvania,16510,Erie,77100,113300,146.95,42.1087,-79.9535
4436,FL,Florida,32801,Orlando,128100,283600,221.39,28.5399,-81.3727
4437,PA,Pennsylvania,17036,Hummelstown,135700,217800,160.5,40.2782,-76.7094
4438,IN,Indiana,46970,Peru,51700,75700,146.42,40.7492,-86.068
4439,WA,Washington,98311,Bremerton,134200,327800,244.26,47.6271,-122.6373
4440,MA,Massachusetts,1108,Springfield,82900,162900,196.5,42.0853,-72.5584
4441,FL,Florida,33805,Lakeland,51800,116500,224.9,28.072,-81.9609
4442,OH,Ohio,45805,Lima,76800,98600,128.39,40.7399,-84.1459
4443,MI,Michigan,48075,Southfield,149300,161800,108.37,42.4638,-83.2255
4444,NV,Nevada,89044,Henderson,209400,362500,173.11,35.9025,-115.1789
4445,OH,Ohio,44484,Warren,93800,113000,120.47,41.2318,-80.7642
4446,IL,Illinois,60156,Lake in the Hills,168000,225900,134.46,42.1817,-88.3304
4447,CA,California,93314,Rosedale,176400,366200,207.6,35.3863,-119.17
4448,NY,New York,11530,Garden City,417200,866500,207.69,40.7245,-73.6487
4449,TX,Texas,77355,Stagecoach,156800,282300,180.04,30.1598,-95.7402
4450,WA,Washington,98272,Monroe,193100,425300,220.25,47.8585,-121.9474
4451,TX,Texas,77320,Huntsville,89700,169000,188.41,30.847,-95.597
4452,OH,Ohio,44137,Maple Heights,82600,59100,71.55,41.4105,-81.5603
4453,KY,Kentucky,40422,Danville,91400,150700,164.88,37.6465,-84.7747
4454,MA,Massachusetts,2140,Cambridge,271400,784100,288.91,42.3932,-71.1338
4455,MI,Michigan,48327,Waterford,141900,174500,122.97,42.6438,-83.4076
4456,WA,Washington,98188,Seatac,156300,360500,230.65,47.4483,-122.2731
4457,WA,Washington,98371,Puyallup,164100,364300,222,47.1991,-122.3151
4458,FL,Florida,32327,Crawfordville,67700,174700,258.05,30.2108,-84.3205
4459,KY,Kentucky,40160,Radcliff,81900,126200,154.09,37.8267,-85.9404
4460,CA,California,92604,Irvine,274200,816700,297.85,33.6899,-117.7868
4461,GA,Georgia,30577,Toccoa,70800,104400,147.46,34.5665,-83.3114
4462,CA,California,95503,Eureka,113600,270500,238.12,40.7592,-124.1593
4463,MD,Maryland,21114,Crofton,155600,348400,223.91,39.0112,-76.6802
4464,NC,North Carolina,27577,Smithfield,96100,142500,148.28,35.5068,-78.3479
4465,TX,Texas,75160,Terrell,83100,155100,186.64,32.7515,-96.2831
4466,NJ,New Jersey,8002,Cherry Hill,127400,237400,186.34,39.9308,-75.0175
4467,FL,Florida,34772,Saint Cloud,119100,252100,211.67,28.1905,-81.2645
4468,NJ,New Jersey,7006,West Caldwell,273400,537800,196.71,40.8545,-74.2789
4469,MA,Massachusetts,2134,Boston,152800,522700,342.08,42.3535,-71.1329
4470,CA,California,95864,Arden-Arcade,204200,558800,273.65,38.5878,-121.3769
4471,FL,Florida,34654,New Port Richey,103100,190300,184.58,28.3022,-82.6264
4472,WI,Wisconsin,54501,Rhinelander,104300,132900,127.42,45.7045,-89.3866
4473,OH,Ohio,43920,East Liverpool,47400,66400,140.08,40.6774,-80.6006
4474,CO,Colorado,80130,Highlands Ranch,222900,474700,212.97,39.5414,-104.9218
4475,UT,Utah,84102,Salt Lake City,149200,393000,263.4,40.76,-111.8627
4476,MO,Missouri,63104,Saint Louis,87500,223800,255.77,38.6128,-90.2185
4477,AZ,Arizona,85396,Buckeye,161100,289900,179.95,33.468,-112.4787
4478,AZ,Arizona,85381,Peoria,138900,271500,195.46,33.6048,-112.2237
4479,NJ,New Jersey,7724,Tinton Falls,190500,378100,198.48,40.3028,-74.0698
4480,TX,Texas,77098,Houston,337200,574100,170.26,29.735,-95.4118
4481,TX,Texas,77414,Bay City,77500,143600,185.29,28.8636,-95.9173
4482,MN,Minnesota,55446,Plymouth,221400,392800,177.42,45.04,-93.4865
4483,CA,California,92301,Adelanto,83800,222600,265.63,34.5841,-117.4242
4484,WI,Wisconsin,54301,Allouez,100800,155000,153.77,44.482,-88.0205
4485,NC,North Carolina,28112,Monroe,81200,172900,212.93,34.8946,-80.554
4486,TX,Texas,78410,Corpus Christi,95300,167500,175.76,27.8458,-97.596
4487,OR,Oregon,97015,Clackamas,177700,413800,232.86,45.415,-122.52
4488,TX,Texas,77058,Houston,108100,187000,172.99,29.5716,-95.0998
4489,VA,Virginia,22032,Fairfax,235700,583500,247.56,38.8177,-77.2925
4490,AK,Alaska,99709,Fairbanks,138400,262200,189.45,64.8544,-147.8469
4491,TX,Texas,77062,Houston,135300,234300,173.17,29.5721,-95.1303
4492,CA,California,95405,Santa Rosa,252200,615300,243.97,38.4386,-122.6727
4493,OH,Ohio,45247,White Oak,153500,192400,125.34,39.2208,-84.6418
4494,AZ,Arizona,85304,Glendale,112700,235100,208.61,33.5943,-112.1746
4495,OK,Oklahoma,73044,Guthrie,72400,126300,174.45,35.833,-97.436
4496,FL,Florida,33991,Cape Coral,73200,243200,332.24,26.6281,-82.0182
4497,NC,North Carolina,27597,Zebulon,103200,169100,163.86,35.8321,-78.3174
4498,TN,Tennessee,37615,Johnson City,116800,183200,156.85,36.3996,-82.4523
4499,WA,Washington,98597,Yelm,141200,270600,191.64,46.9206,-122.588
4500,NE,Nebraska,68105,Omaha,94100,135500,144,41.2435,-95.9629
4501,CA,California,94589,Vallejo,146000,394000,269.86,38.1582,-122.2804
4502,WA,Washington,99354,Richland,104900,296200,282.36,46.3257,-119.3067
4503,KS,Kansas,66223,Overland Park,197400,347600,176.09,38.8619,-94.661
4504,NJ,New Jersey,8060,Mt Holly,121100,216200,178.53,40.0086,-74.7896
4505,NJ,New Jersey,8204,Lower,129700,322600,248.73,38.9711,-74.9214
4506,IN,Indiana,47331,Connersville,58300,73900,126.76,39.6435,-85.1464
4507,MA,Massachusetts,1854,Lowell,129700,280200,216.04,42.6493,-71.3355
4508,MN,Minnesota,55123,Eagan,192200,335500,174.56,44.806,-93.1409
4509,MO,Missouri,63367,Lake Saint Louis,168800,269500,159.66,38.7936,-90.7854
4510,PA,Pennsylvania,17408,Shiloh,110600,176300,159.4,39.9492,-76.8018
4511,MD,Maryland,20853,Olney,194500,454400,233.62,39.0887,-77.095
4512,CT,Connecticut,6114,Hartford,84300,144800,171.77,41.7403,-72.6807
4513,MI,Michigan,48009,Birmingham,313500,505400,161.21,42.5444,-83.2133
4514,TN,Tennessee,37138,Nashville,121200,243300,200.74,36.2416,-86.6117
4515,SC,South Carolina,29488,Walterboro,56500,98000,173.45,32.9052,-80.6668
4516,TX,Texas,76002,Arlington,140300,234900,167.43,32.6255,-97.0784
4517,MA,Massachusetts,1013,Chicopee,95600,179100,187.34,42.1487,-72.6079
4518,NY,New York,11803,Plainview,298100,592400,198.73,40.7781,-73.4816
4519,CA,California,93654,Reedley,108800,232300,213.51,36.6044,-119.4378
4520,ME,Maine,4011,Brunswick,122800,267700,218,43.8973,-69.9779
4521,IN,Indiana,47803,Terre Haute,79000,104200,131.9,39.4657,-87.354
4522,MD,Maryland,21286,Towson,158300,335100,211.69,39.4143,-76.5761
4523,NY,New York,10952,Ramapo,253600,647000,255.13,41.1163,-74.0736
4524,AL,Alabama,36582,Theodore,79900,122800,153.69,30.5444,-88.1807
4525,MS,Mississippi,39601,Brookhaven,65500,115200,175.88,31.5858,-90.452
4526,NC,North Carolina,27617,Raleigh,168700,303100,179.67,35.9034,-78.7447
4527,IL,Illinois,60467,Orland Park,233400,321700,137.83,41.6018,-87.8899
4528,NY,New York,11741,Islip,177500,367300,206.93,40.7964,-73.0718
4529,CO,Colorado,80439,Evergreen,285500,608900,213.27,39.6374,-105.3402
4530,NH,New Hampshire,3051,Hudson,152400,309200,202.89,42.769,-71.4121
4531,FL,Florida,33782,Pinellas Park,73200,177700,242.76,27.8681,-82.7086
4532,AL,Alabama,36801,Opelika,93400,157600,168.74,32.6454,-85.3783
4533,CA,California,91324,Los Angeles,220500,628200,284.9,34.2367,-118.5466
4534,PA,Pennsylvania,19607,Cumru,91200,152600,167.32,40.2995,-75.9876
4535,TX,Texas,76114,Fort Worth,61000,148200,242.95,32.7796,-97.3928
4536,TX,Texas,76126,Benbrook,118400,216400,182.77,32.64,-97.5448
4537,GA,Georgia,30248,Locust Grove,114500,177200,154.76,33.3449,-84.0982
4538,GA,Georgia,30260,Morrow,89900,98200,109.23,33.5849,-84.3247
4539,KS,Kansas,66208,Prairie Village,138100,312300,226.14,38.9917,-94.6336
4540,GA,Georgia,30504,Gainesville,107600,169300,157.34,34.2723,-83.8793
4541,PA,Pennsylvania,19107,Philadelphia,91400,311500,340.81,39.9487,-75.1593
4542,FL,Florida,33584,Seffner,86000,193400,224.88,27.9922,-82.2863
4543,CO,Colorado,80249,Denver,160100,338200,211.24,39.7783,-104.7557
4544,CA,California,92011,Carlsbad,367900,931400,253.17,33.1072,-117.2943
4545,PA,Pennsylvania,17406,Springettsbury,104300,167800,160.88,40.0046,-76.5947
4546,PA,Pennsylvania,19150,Philadelphia,71200,172000,241.57,40.0726,-75.1706
4547,TX,Texas,77384,Conroe,198300,302200,152.4,30.2257,-95.4924
4548,WA,Washington,98008,Bellevue,255200,818000,320.53,47.6115,-122.1162
4549,PA,Pennsylvania,17057,Lower Swatara,90900,139800,153.8,40.2041,-76.7331
4550,OH,Ohio,45237,Cincinnati,82100,101100,123.14,39.188,-84.458
4551,NC,North Carolina,27549,Louisburg,86900,146900,169.04,36.0578,-78.2586
4552,NC,North Carolina,28739,Hendersonville,126500,270100,213.52,35.3192,-82.5
4553,MA,Massachusetts,2050,Marshfield,230900,462800,200.43,42.1062,-70.6993
4554,RI,Rhode Island,2879,South Kingstown,162100,377900,233.13,41.4437,-71.5342
4555,CA,California,90272,Los Angeles,910500,3091400,339.53,34.0481,-118.5265
4556,MN,Minnesota,55420,Bloomington,134100,244700,182.48,44.8358,-93.2778
4557,AZ,Arizona,86305,Prescott,146200,440800,301.5,34.8185,-112.9584
4558,NC,North Carolina,28613,Conover,82300,142500,173.15,35.7313,-81.2165
4559,FL,Florida,32583,Milton,81700,153700,188.13,30.5761,-87.0663
4560,FL,Florida,33544,Wesley Chapel,144200,272700,189.11,28.2397,-82.3279
4561,AR,Arkansas,72118,North Little Rock,61500,79400,129.11,34.8337,-92.3289
4562,AR,Arkansas,72301,West Memphis,58200,66000,113.4,35.1484,-90.1779
4563,CA,California,91303,Los Angeles,152200,522300,343.17,34.1993,-118.5983
4564,AZ,Arizona,86403,Lake Havasu City,74400,229900,309.01,34.4814,-114.3483
4565,NJ,New Jersey,8088,Southampton,152500,263700,172.92,39.8604,-74.6693
4566,LA,Louisiana,70363,Houma,61200,116200,189.87,29.5601,-90.6917
4567,CA,California,93060,Santa Paula,176500,458000,259.49,34.3547,-119.0713
4568,FL,Florida,33558,Lutz,156300,346600,221.75,28.1474,-82.5152
4569,NY,New York,10566,Peekskill,157500,317900,201.84,41.2892,-73.9184
4570,MO,Missouri,63043,Maryland Heights,108400,173300,159.87,38.7229,-90.4474
4571,IL,Illinois,60172,Roselle,165400,247900,149.88,41.9798,-88.0857
4572,MO,Missouri,63379,Troy,110600,178200,161.12,39.0012,-90.9624
4573,GA,Georgia,30549,Jefferson,93200,201800,216.52,34.1062,-83.5708
4574,OK,Oklahoma,74701,Durant,55700,104400,187.43,34.0061,-96.3847
4575,NY,New York,11361,New York,297000,874700,294.51,40.7627,-73.7745
4576,TX,Texas,77076,Houston,62000,123200,198.71,29.858,-95.3834
4577,AL,Alabama,36867,Phenix City,70500,92000,130.5,32.4978,-85.0234
4578,TX,Texas,78242,San Antonio,54500,113800,208.81,29.3509,-98.6109
4579,AZ,Arizona,86404,Lake Havasu City,89700,299700,334.11,34.5575,-114.3307
4580,FL,Florida,33716,Saint Petersburg,163000,296500,181.9,27.8738,-82.64
4581,WA,Washington,98199,Seattle,317800,926500,291.54,47.6488,-122.3964
4582,OH,Ohio,44138,Olmsted Falls,146400,178600,121.99,41.3734,-81.9158
4583,MD,Maryland,20912,Takoma Park,169200,534600,315.96,38.9832,-77.0007
4584,NY,New York,11412,New York,181800,471900,259.57,40.6958,-73.7617
4585,KS,Kansas,67216,Wichita,59400,73500,123.74,37.6223,-97.3136
4586,GA,Georgia,30307,Atlanta,239500,557000,232.57,33.7691,-84.336
4587,NY,New York,11725,Commack,244900,475500,194.16,40.843,-73.2799
4588,NY,New York,14607,Rochester,90000,200200,222.44,43.1501,-77.589
4589,WA,Washington,98406,Tacoma,159800,404800,253.32,47.2632,-122.4993
4590,FL,Florida,34212,Bradenton,129600,346700,267.52,27.4978,-82.4101
4591,MO,Missouri,64081,Lees Summit,160800,263100,163.62,38.9142,-94.4073
4592,NE,Nebraska,68107,Omaha,90700,104000,114.66,41.2068,-95.9559
4593,NJ,New Jersey,8638,Ewing,88000,132400,150.45,40.251,-74.7627
4594,PA,Pennsylvania,17078,Palmyra,123500,199100,161.21,40.3011,-76.5886
4595,CA,California,94612,Oakland,173400,683900,394.41,37.8085,-122.2668
4596,MD,Maryland,20601,Waldorf,150600,298300,198.07,38.6371,-76.8778
4597,IL,Illinois,60466,Park Forest,85600,74300,86.8,41.479,-87.6828
4598,CA,California,91504,Burbank,271000,849100,313.32,34.2001,-118.3264
4599,NC,North Carolina,27312,Pittsboro,160800,293800,182.71,35.7694,-79.1755
4600,WA,Washington,98055,Renton,186700,410800,220.03,47.4648,-122.2075
4601,NC,North Carolina,28202,Charlotte,136300,299900,220.03,35.229,-80.8419
4602,AL,Alabama,35404,Tuscaloosa,78700,117800,149.68,33.1826,-87.4827
4603,IN,Indiana,46158,Mooresville,119000,179000,150.42,39.5915,-86.3642
4604,NY,New York,14228,Amherst,109800,206400,187.98,43.0408,-78.7812
4605,UT,Utah,84414,North Ogden,148500,320400,215.76,41.3112,-111.9689
4606,CA,California,90713,Lakewood,205900,603700,293.2,33.8473,-118.1115
4607,NC,North Carolina,28443,Rocky Point,130700,284000,217.29,34.3879,-77.6628
4608,TX,Texas,77043,Houston,136800,297600,217.54,29.8052,-95.5607
