,State Code,State,Zip Code,City,Year,Price,% Increase,Latitude,Longitude
8749,GA,Georgia,30740,Rocky Face,96500,154000,159.59,34.7745,-85.0561
8750,AL,Alabama,35085,Jemison,88900,113900,128.12,32.9805,-86.7181
8751,IA,Iowa,50644,Independence,66500,124800,187.67,42.4674,-91.8803
8752,MO,Missouri,65622,Buffalo,78900,120200,152.34,37.6429,-93.0906
8753,OR,Oregon,97009,Boring,198800,504600,253.82,45.4297,-122.3807
8754,NH,New Hampshire,3824,Durham,201400,366700,182.08,43.1174,-70.9197
8755,TX,Texas,76424,Breckenridge,70700,84400,119.38,32.7532,-98.9099
8756,PA,Pennsylvania,15024,Indiana,88200,152500,172.9,40.5681,-79.841
8757,VT,Vermont,5001,Hartford,140900,228100,161.89,43.6722,-72.3813
8758,CA,California,92371,Phelan,103100,294800,285.94,34.4449,-117.5196
8759,CA,California,93250,Mc Farland,76800,192000,250,35.6758,-119.2272
8760,MN,Minnesota,55424,Edina,294600,757500,257.13,44.9052,-93.3403
8761,NC,North Carolina,27051,Walkertown,88700,126500,142.62,36.18,-80.1629
8762,CA,California,95713,Colfax,168900,366500,216.99,39.0783,-120.9549
8763,NY,New York,10604,White Plains,330700,648900,196.22,41.0592,-73.7395
8764,NC,North Carolina,27357,Stokesdale,92400,187100,202.49,36.2552,-79.9705
8765,ME,Maine,4039,Gray,102200,234900,229.84,43.8942,-70.3429
8766,NJ,New Jersey,7512,Totowa,203000,381900,188.13,40.9048,-74.2168
8767,MD,Maryland,21032,Crownsville,207800,470000,226.18,39.0489,-76.5935
8768,ID,Idaho,83638,McCall,184300,344000,186.65,44.8918,-116.0789
8769,PA,Pennsylvania,18088,Lehigh,118800,205000,172.56,40.7615,-75.5657
8770,IL,Illinois,60081,Spring Grove,205400,271700,132.28,42.4413,-88.2237
8771,WA,Washington,98563,Montesano,110100,225800,205.09,47.0901,-123.5006
8772,PA,Pennsylvania,15332,Union,90200,152700,169.29,40.2593,-79.9753
8773,LA,Louisiana,70420,Abita Springs,107600,175800,163.38,30.4837,-90.0041
8774,MA,Massachusetts,1607,Worcester,106200,217500,204.8,42.2303,-71.7938
8775,MA,Massachusetts,2539,Edgartown,313900,908500,289.42,41.3889,-70.5339
8776,FL,Florida,33567,Plant City,94800,216900,228.8,27.922,-82.1216
8777,AZ,Arizona,86351,Sedona,211200,460500,218.04,34.7784,-111.7851
8778,KS,Kansas,66610,Topeka,154800,249700,161.3,38.9822,-95.7461
8779,PA,Pennsylvania,16226,Ford City,56400,97500,172.87,40.7384,-79.5122
8780,SC,South Carolina,29330,Cowpens,52600,93000,176.81,35.039,-81.822
8781,SC,South Carolina,29449,Hollywood,149500,288000,192.64,32.7105,-80.2744
8782,GA,Georgia,31052,Lizella,107000,151900,141.96,32.7773,-83.825
8783,OR,Oregon,97760,Terrebonne,119600,371500,310.62,44.3909,-121.2379
8784,DC,Washington D.C.,20036,Washington,96000,373200,388.75,38.9087,-77.0414
8785,NY,New York,13904,Binghamton,50700,78300,154.44,42.1171,-75.8653
8786,IL,Illinois,60083,Wadsworth,199400,240900,120.81,42.446,-87.904
8787,OK,Oklahoma,73065,Newcastle,92200,184200,199.78,35.2453,-97.6216
8788,NY,New York,13365,Little Falls,42700,85500,200.23,43.0474,-74.8606
8789,GA,Georgia,30662,Royston,72700,123100,169.33,34.2778,-83.1406
8790,TX,Texas,78061,Pearsall,70000,87000,124.29,28.8923,-99.0944
8791,MI,Michigan,48657,Sanford,79500,130700,164.4,43.7204,-84.3954
8792,TX,Texas,78657,Horseshoe Bay,167500,351100,209.61,30.5443,-98.3739
8793,TN,Tennessee,38574,Monterey,50900,113400,222.79,36.1509,-85.2542
8794,LA,Louisiana,71040,Homer,19500,58900,302.05,32.7749,-93.0288
8795,TX,Texas,79404,Lubbock,30900,67100,217.15,33.526,-101.8333
8796,MA,Massachusetts,1432,Ayer,178600,328300,183.82,42.5591,-71.5788
8797,WA,Washington,98606,Brush Prairie,223800,537300,240.08,45.7304,-122.4843
8798,NH,New Hampshire,3276,Northfield,96400,209100,216.91,43.4603,-71.5774
8799,MS,Mississippi,39154,Raymond,109400,194200,177.51,32.1961,-90.4753
8800,OK,Oklahoma,73439,Kingston,44500,105500,237.08,33.9517,-96.712
8801,PA,Pennsylvania,15683,Scottdale,53700,115400,214.9,40.1029,-79.593
8802,NJ,New Jersey,7849,Jefferson,165200,297600,180.15,40.9506,-74.6129
8803,CO,Colorado,80235,Denver,157200,357300,227.29,39.6472,-105.0795
8804,MA,Massachusetts,1504,Blackstone,154200,286900,186.06,42.0287,-71.5269
8805,MA,Massachusetts,2191,Weymouth,164700,376600,228.66,42.2459,-70.9467
8806,AR,Arkansas,72176,Ward,75000,118700,158.27,34.9532,-91.9004
8807,NY,New York,11971,Southold,185700,612200,329.67,41.0555,-72.429
8808,AL,Alabama,35079,Hayden,104000,152400,146.54,33.9534,-86.7455
8809,NJ,New Jersey,7876,Roxbury,241700,368200,152.34,40.8539,-74.6536
8810,NC,North Carolina,28468,Sunset Beach,131800,259300,196.74,33.8836,-78.52
8811,WI,Wisconsin,54548,Minocqua,142700,231000,161.88,45.8719,-89.758
8812,NV,Nevada,89179,Las Vegas,154400,324100,209.91,36.2542,-115.5269
8813,NJ,New Jersey,7463,Waldwick,240300,443300,184.48,41.013,-74.1243
8814,AZ,Arizona,85087,New River,186200,372800,200.21,33.9235,-112.1279
8815,FL,Florida,33449,Wellington,259600,443500,170.84,26.6048,-80.2149
8816,PA,Pennsylvania,18073,Upper Hanover,140200,252200,179.89,40.3911,-75.4866
8817,PA,Pennsylvania,19560,Muhlenberg,87900,140800,160.18,40.4025,-75.9046
8818,WI,Wisconsin,53555,Lodi,133900,268300,200.37,43.327,-89.5554
8819,FL,Florida,32833,Wedgefield,132900,283400,213.24,28.5088,-81.0703
8820,TX,Texas,76571,Salado,176700,284100,160.78,30.9494,-97.533
8821,WA,Washington,98329,Gig Harbor,135600,369700,272.64,47.3786,-122.7
8822,WI,Wisconsin,54001,Amery,115400,162400,140.73,45.3486,-92.4014
8823,KS,Kansas,66111,Kansas City,88100,150500,170.83,39.0803,-94.7806
8824,CA,California,94515,Calistoga,297300,915800,308.04,38.5823,-122.5814
8825,PA,Pennsylvania,16214,Clarion,41500,112800,271.81,41.2123,-79.3773
8826,AK,Alaska,99567,Anchorage,169100,408100,241.34,61.4098,-149.4537
8827,NJ,New Jersey,8833,Clinton,296000,430000,145.27,40.6466,-74.829
8828,WI,Wisconsin,54495,Wisconsin Rapids,73700,81300,110.31,44.3881,-89.9228
8829,PA,Pennsylvania,18328,Delaware,87100,133900,153.73,41.24,-74.938
8830,WI,Wisconsin,54942,Greenville,132300,260600,196.98,44.3003,-88.5365
8831,MN,Minnesota,55812,Duluth,101300,208500,205.82,46.8106,-92.0767
8832,FL,Florida,32448,Marianna,48200,80100,166.18,30.6749,-85.2122
8833,PA,Pennsylvania,16059,Middlesex,136900,257700,188.24,40.7018,-79.9235
8834,TX,Texas,75167,Waxahachie,147800,298500,201.96,32.3773,-96.9162
8835,OH,Ohio,45764,Nelsonville,49800,74400,149.4,39.4556,-82.2309
8836,FL,Florida,33070,Tavernier,190000,567900,298.89,25.0108,-80.5218
8837,GA,Georgia,30814,Harlem,79100,149500,189,33.417,-82.3097
8838,CO,Colorado,81621,Basalt,296600,707300,238.47,39.3535,-106.9988
8839,GA,Georgia,31719,Americus,44600,54200,121.52,32.0833,-84.2975
8840,OH,Ohio,43019,Fredericktown,83400,137300,164.63,40.4976,-82.5857
8841,HI,Hawaii,96738,Waikoloa,192500,474100,246.29,19.9724,-155.818
8842,PA,Pennsylvania,17020,Penn,100200,168700,168.36,40.4087,-77.0473
8843,NY,New York,14482,Le Roy,77200,118700,153.76,42.9774,-77.9851
8844,CT,Connecticut,6883,Weston,645500,724000,112.16,41.2195,-73.3715
8845,NJ,New Jersey,7642,Hillsdale,293000,505000,172.35,41.0069,-74.0426
8846,PA,Pennsylvania,15042,New Sewickley,104200,174900,167.85,40.683,-80.2147
8847,WA,Washington,99005,Colbert,158800,364200,229.35,47.8411,-117.3759
8848,NY,New York,10553,Mount Vernon,195700,373000,190.6,40.9086,-73.8221
8849,FL,Florida,33953,Port Charlotte,101500,255400,251.63,27.004,-82.2117
8850,MN,Minnesota,56011,Belle Plaine,131800,233900,177.47,44.6139,-93.7604
8851,CO,Colorado,81657,Vail,397100,1062400,267.54,39.6512,-106.3234
8852,AL,Alabama,35907,Southside,86200,157700,182.95,33.8979,-86.0245
8853,GA,Georgia,30742,Fort Oglethorpe,79600,125800,158.04,34.9506,-85.2432
8854,WI,Wisconsin,53168,Salem,123000,184400,149.92,42.5709,-88.1287
8855,IL,Illinois,62246,Greenville,71400,105600,147.9,38.8933,-89.4052
8856,WY,Wyoming,82834,Buffalo,161700,247300,152.94,44.3485,-106.7073
8857,NJ,New Jersey,8098,Pilesgrove,132800,198600,149.55,39.6457,-75.3248
8858,KS,Kansas,66085,Overland Park,240400,428500,178.24,38.7902,-94.6643
8859,TX,Texas,79510,Clyde,73300,135800,185.27,32.3803,-99.5184
8860,WI,Wisconsin,54162,Pulaski,104400,188000,180.08,44.6611,-88.2634
8861,SC,South Carolina,29472,Ridgeville,69900,210500,301.14,33.108,-80.3086
8862,IL,Illinois,61342,Mendota,80900,100100,123.73,41.5443,-89.1083
8863,KS,Kansas,66618,Topeka,105600,180000,170.45,39.1329,-95.7023
8864,MA,Massachusetts,2056,Norfolk,293600,522700,178.03,42.1177,-71.3269
8865,NE,Nebraska,68118,Omaha,178000,280600,157.64,41.2606,-96.1661
8866,ME,Maine,4032,Freeport,155500,355600,228.68,43.857,-70.1031
8867,NY,New York,10989,Clarkstown,228900,401100,175.23,41.1183,-73.943
8868,AL,Alabama,35986,Rainsville,74000,113300,153.11,34.4989,-85.8446
8869,IN,Indiana,46231,Indianapolis,105400,152900,145.07,39.7038,-86.3029
8870,MI,Michigan,48519,Burton,87100,110100,126.41,42.9859,-83.6135
8871,NY,New York,10510,Briarcliff Manor,444700,731600,164.52,41.1444,-73.835
8872,IN,Indiana,47394,Winchester,61500,83100,135.12,40.1696,-85.0044
8873,FL,Florida,32179,Ocklawaha,64900,126400,194.76,29.0643,-81.8857
8874,GA,Georgia,30633,Danielsville,76500,131100,171.37,34.1708,-83.2758
8875,NC,North Carolina,27822,Elm City,74200,128500,173.18,35.811,-77.856
8876,MN,Minnesota,55041,Lake City,107600,212400,197.4,44.4305,-92.2838
8877,CA,California,95953,Live Oak,101300,226800,223.89,39.2601,-121.6923
8878,TN,Tennessee,38011,Brighton,89500,146300,163.46,35.484,-89.7251
8879,IL,Illinois,61341,Marseilles,92000,120400,130.87,41.3302,-88.6947
8880,WI,Wisconsin,53086,Slinger,154600,259200,167.66,43.3322,-88.2824
8881,GA,Georgia,30290,Tyrone,188400,296200,157.22,33.4719,-84.5914
8882,OH,Ohio,45123,Greenfield,56000,67000,119.64,39.3478,-83.3898
8883,NY,New York,10706,Hastings on Hudson,370100,749500,202.51,40.9878,-73.863
8884,NC,North Carolina,27048,Stoneville,59500,72300,121.51,36.4705,-79.9013
8885,IL,Illinois,62062,Maryville,127100,208200,163.81,38.7138,-89.9658
8886,LA,Louisiana,70437,Folsom,85700,195200,227.77,30.6145,-90.1879
8887,MN,Minnesota,55731,Ely,64700,125900,194.59,47.9034,-91.857
8888,UT,Utah,84050,Morgan,218500,431500,197.48,41.0678,-111.7163
8889,IA,Iowa,50201,Nevada,89600,156500,174.67,42.019,-93.4462
8890,CA,California,94939,Larkspur,649600,1673500,257.62,37.9367,-122.5362
8891,PA,Pennsylvania,19079,Sharon Hill,64800,103600,159.88,39.9035,-75.2695
8892,WI,Wisconsin,53130,Hales Corners,165600,270000,163.04,42.941,-88.0503
8893,NJ,New Jersey,7981,Hanover,278100,513900,184.79,40.8219,-74.42
8894,NY,New York,10927,Haverstraw,139800,239200,171.1,41.1971,-73.969
8895,PA,Pennsylvania,19565,Wernersville,111700,186800,167.23,40.3293,-76.0901
8896,IN,Indiana,46574,Walkerton,73300,123100,167.94,41.4667,-86.4831
8897,WI,Wisconsin,53181,Twin Lakes,141700,219800,155.12,42.5232,-88.2573
8898,CA,California,93924,Carmel Valley,513700,1102800,214.68,36.4787,-121.7244
8899,NH,New Hampshire,3244,Hillsborough,99800,201300,201.7,43.1141,-71.8992
8900,NJ,New Jersey,7722,Colts Neck,433000,721800,166.7,40.3012,-74.178
8901,MS,Mississippi,39652,Magnolia,51900,102600,197.69,31.1217,-90.4831
8902,NY,New York,14454,Geneseo,98600,177500,180.02,42.7938,-77.7996
8903,MA,Massachusetts,1772,Southborough,364900,650700,178.32,42.2939,-71.532
8904,PA,Pennsylvania,16063,Zelienople,114600,204800,178.71,40.7609,-80.1094
8905,KS,Kansas,66007,Basehor,138500,245400,177.18,39.1281,-94.957
8906,PA,Pennsylvania,15204,Pittsburgh,49800,61400,123.29,40.4554,-80.0644
8907,PA,Pennsylvania,19127,Philadelphia,71000,224000,315.49,40.0275,-75.2242
8908,TN,Tennessee,37738,Gatlinburg,120100,161400,134.39,35.729,-83.4874
8909,AL,Alabama,35051,Columbiana,115300,172600,149.7,33.177,-86.6161
8910,IA,Iowa,50273,Winterset,86000,163900,190.58,41.3391,-94.0088
8911,CA,California,95033,Lexington Hills,555200,1184600,213.36,37.1539,-121.9816
8912,NJ,New Jersey,8530,Lambertville,196200,399700,203.72,40.3731,-74.9266
8913,MO,Missouri,63552,Macon,84200,121700,144.54,39.7481,-92.4622
8914,WI,Wisconsin,54982,Wautoma,98600,141100,143.1,44.0656,-89.2666
8915,NJ,New Jersey,7821,Byram,169900,287600,169.28,40.9614,-74.7524
8916,WV,West Virginia,25303,South Charleston,81700,108700,133.05,38.3684,-81.6996
8917,WA,Washington,98260,Langley,231800,494700,213.42,48.0187,-122.453
8918,IN,Indiana,46962,North Manchester,73200,114400,156.28,40.9986,-85.7842
8919,NC,North Carolina,28463,Tabor City,54700,84200,153.93,34.1233,-78.8232
8920,WI,Wisconsin,54140,Little Chute,101100,151400,149.75,44.2842,-88.312
8921,NY,New York,14472,Honeoye Falls,155400,245300,157.85,42.9695,-77.5781
8922,LA,Louisiana,70555,Maurice,83000,155700,187.59,30.0722,-92.107
8923,TX,Texas,75706,Tyler,69300,128600,185.57,32.4441,-95.331
8924,CT,Connecticut,6525,Woodbridge,315700,402700,127.56,41.3082,-72.9282
8925,NY,New York,14445,East Rochester,75100,112100,149.27,43.1128,-77.4906
8926,AR,Arkansas,72007,Austin,85900,146400,170.43,34.9921,-91.9798
8927,TX,Texas,78101,Floresville,133700,278500,208.3,29.3805,-98.265
8928,NH,New Hampshire,3773,Newport,86200,161300,187.12,43.3532,-72.1838
8929,CA,California,95694,Winters,158300,442400,279.47,38.5322,-121.9676
8930,KS,Kansas,66547,Wamego,111900,190800,170.51,39.21,-96.3153
8931,MN,Minnesota,55009,Cannon Falls,135700,232700,171.48,44.496,-92.864
8932,NH,New Hampshire,3865,Plaistow,154800,301900,195.03,42.8356,-71.0934
8933,WI,Wisconsin,53925,Columbus,111100,187900,169.13,43.3315,-89.0271
8934,NY,New York,14428,Riga,109600,162700,148.45,43.0749,-77.835
8935,NJ,New Jersey,7825,Blairstown,194800,295400,151.64,40.9674,-74.9651
8936,NY,New York,10992,Washingtonville,168600,290100,172.06,41.4237,-74.1601
8937,CA,California,95322,Gustine,124600,279200,224.08,37.2001,-121.0047
8938,GA,Georgia,30187,Winston,104500,201700,193.01,33.6634,-84.8639
8939,PA,Pennsylvania,16417,Girard,80800,125700,155.57,41.9896,-80.3178
8940,OH,Ohio,44270,Rittman,86100,115500,134.15,40.9684,-81.7826
8941,NC,North Carolina,27041,Pilot Mountain,87200,140300,160.89,36.4109,-80.4921
8942,PA,Pennsylvania,15223,Shaler,68800,126500,183.87,40.5051,-79.9528
8943,NC,North Carolina,27605,Raleigh,238500,581600,243.86,35.7908,-78.653
8944,NC,North Carolina,27569,Princeton,89900,139200,154.84,35.4558,-78.1674
8945,NC,North Carolina,28518,Beulaville,65600,111000,169.21,34.934,-77.7697
8946,MI,Michigan,49866,Negaunee,55200,137200,248.55,46.5007,-87.5829
8947,MO,Missouri,65625,Cassville,70400,121800,173.01,36.6784,-93.8467
8948,MN,Minnesota,56425,Baxter,106500,208300,195.59,46.3429,-94.2822
8949,IL,Illinois,60449,Monee,158000,199200,126.08,41.4191,-87.7748
8950,KS,Kansas,66617,Topeka,95300,169000,177.33,39.1271,-95.6384
8951,MI,Michigan,49323,Dorr,116300,196400,168.87,42.7231,-85.7628
8952,IA,Iowa,51534,Glenwood,85500,181900,212.75,41.047,-95.7389
8953,RI,Rhode Island,2857,Scituate,155600,315100,202.51,41.8439,-71.6242
8954,MN,Minnesota,56387,Waite Park,92800,159000,171.34,45.5497,-94.2245
8955,FL,Florida,33841,Fort Meade,43700,102000,233.41,27.7464,-81.7823
8956,MI,Michigan,49349,White Cloud,44500,68400,153.71,43.5398,-85.7586
8957,IN,Indiana,46737,Clear Lake,104000,181000,174.04,41.7331,-84.9452
8958,OR,Oregon,97496,Winston,86700,167900,193.66,43.1049,-123.4325
8959,PA,Pennsylvania,17857,Point,55300,133700,241.77,40.9044,-76.7908
8960,MN,Minnesota,55352,Jordan,138200,278500,201.52,44.6713,-93.6195
8961,IA,Iowa,52057,Manchester,69300,139400,201.15,42.4834,-91.449
8962,MI,Michigan,49329,Howard City,69600,119100,171.12,43.4083,-85.4856
8963,IL,Illinois,60501,Summit,119900,168100,140.2,41.7801,-87.824
8964,MO,Missouri,65619,Battlefield,117200,168200,143.52,37.1634,-93.4202
8965,WV,West Virginia,25413,Bunker Hill,96000,184600,192.29,39.3276,-78.0487
8966,IA,Iowa,50321,Des Moines,137900,243500,176.58,41.5476,-93.6618
8967,TX,Texas,76655,Lorena,116600,219400,188.16,31.4093,-97.2302
8968,TN,Tennessee,38474,Mount Pleasant,56500,113500,200.88,35.5301,-87.2037
8969,MN,Minnesota,55328,Delano,134000,285400,212.99,45.0342,-93.8016
8970,WI,Wisconsin,53014,Chilton,99900,143300,143.44,44.0242,-88.1827
8971,PA,Pennsylvania,18644,West Wyoming,84400,126400,149.76,41.3197,-75.8541
8972,WA,Washington,99022,Medical Lake,118300,233600,197.46,47.615,-117.704
8973,VA,Virginia,24557,Gretna,61500,85000,138.21,36.9695,-79.3389
8974,NY,New York,14892,Waverly,52200,98700,189.08,42.0172,-76.5333
8975,NY,New York,11740,Huntington,263500,478200,181.48,40.8621,-73.3646
8976,PA,Pennsylvania,19137,Philadelphia,49700,165400,332.8,40.0008,-75.0727
8977,WA,Washington,98589,Tenino,142400,318100,223.38,46.8641,-122.8493
8978,NY,New York,11023,Great Neck,525500,1213000,230.83,40.7993,-73.7343
8979,NJ,New Jersey,7656,Park Ridge,302000,532500,176.32,41.0343,-74.0396
8980,NY,New York,13367,Lowville,55400,135000,243.68,43.7893,-75.4156
8981,GA,Georgia,31329,Springfield,87600,146400,167.12,32.3697,-81.3618
8982,MN,Minnesota,55115,Mahtomedi,196800,363700,184.81,45.071,-92.9391
8983,MN,Minnesota,56265,Montevideo,72300,88900,122.96,44.9688,-95.6765
8984,AZ,Arizona,85307,Glendale,111700,216700,194,33.5376,-112.3137
8985,NH,New Hampshire,3281,Weare,131300,266100,202.67,43.0714,-71.7038
8986,PA,Pennsylvania,15085,Penn,73500,138600,188.57,40.3857,-79.7223
8987,TX,Texas,78934,Columbus,93300,199300,213.61,29.7032,-96.5527
8988,PA,Pennsylvania,17584,Willow Street,125000,221900,177.52,39.967,-76.2752
8989,MD,Maryland,21783,Smithsburg,119800,232800,194.32,39.647,-77.5706
8990,WI,Wisconsin,53182,Union Grove,141400,242000,171.15,42.6896,-88.039
8991,WA,Washington,98629,La Center,187600,445200,237.31,45.8806,-122.624
8992,WV,West Virginia,25306,Coal Fork,40900,68000,166.26,38.3175,-81.5274
8993,OH,Ohio,43028,Howard,79300,150400,189.66,40.4158,-82.3334
8994,MI,Michigan,48165,New Hudson,204500,294500,144.01,42.5076,-83.6342
8995,CA,California,91935,Jamul,297500,680400,228.71,32.7163,-116.8323
8996,TX,Texas,75956,Kirbyville,55400,105900,191.16,30.6583,-93.8984
8997,OR,Oregon,97707,Bend,130400,349300,267.87,43.8431,-121.5764
8998,NJ,New Jersey,7605,Leonia,266200,564100,211.91,40.8629,-73.9879
8999,VA,Virginia,24078,Collinsville,76500,91200,119.22,36.7238,-79.9142
9000,MI,Michigan,48039,Marine City,115500,121200,104.94,42.6859,-82.5499
9001,OR,Oregon,97523,Cave Junction,80300,210700,262.39,42.1348,-123.6272
9002,NC,North Carolina,28429,Castle Hayne,101300,164500,162.39,34.3236,-77.9108
9003,IL,Illinois,60155,Broadview,124400,176300,141.72,41.8577,-87.8562
9004,MA,Massachusetts,1590,Sutton,192400,374900,194.85,42.1266,-71.7552
9005,AR,Arkansas,72081,Judsonia,59000,91800,155.59,35.325,-91.6491
9006,MA,Massachusetts,2633,Chatham,269800,696700,258.23,41.6889,-69.9722
9007,FL,Florida,33332,Weston,248400,607700,244.65,26.0596,-80.4146
9008,MI,Michigan,48357,Highland,184400,283900,153.96,42.6595,-83.637
9009,IL,Illinois,62626,Carlinville,46300,75000,161.99,39.2885,-89.8661
9010,NC,North Carolina,28722,Columbus,131900,228900,173.54,35.2532,-82.1971
9011,TX,Texas,76539,Kempner,140600,221000,157.18,31.0887,-98.0099
9012,TN,Tennessee,37331,Etowah,42900,88300,205.83,35.3314,-84.5283
9013,KS,Kansas,66043,Lansing,125300,185700,148.2,39.2502,-94.8994
9014,ME,Maine,4084,Standish,120200,247200,205.66,43.8142,-70.4807
9015,OH,Ohio,43146,Orient,117100,208700,178.22,39.7954,-83.1543
9016,CA,California,92624,Dana Point,330300,960300,290.74,33.46,-117.6632
9017,CT,Connecticut,6339,Ledyard,140400,225000,160.26,41.4401,-71.9956
9018,NY,New York,10579,Putnam Valley,228500,375500,164.33,41.3728,-73.8502
9019,MA,Massachusetts,2653,Orleans,269500,633300,234.99,41.7792,-69.9822
9020,VA,Virginia,24175,Troutville,125100,211500,169.06,37.4019,-79.8786
9021,TX,Texas,76442,Comanche,58000,78100,134.66,31.9116,-98.6082
9022,MA,Massachusetts,1364,Orange,78300,156800,200.26,42.6129,-72.2924
9023,NY,New York,13214,De Witt,89400,162600,181.88,43.0397,-76.0722
9024,OH,Ohio,44230,Doylestown,116200,156100,134.34,40.965,-81.6848
9025,ID,Idaho,83274,Shelley,93800,208000,221.75,43.3769,-112.1075
9026,MI,Michigan,48734,Frankenmuth,146800,196900,134.13,43.341,-83.7475
9027,IL,Illinois,60042,Island Lake,138900,168000,120.95,42.2742,-88.1926
9028,AZ,Arizona,85937,Snowflake,65600,173600,264.63,34.4959,-110.0807
9029,NJ,New Jersey,7874,Stanhope,144800,241900,167.06,40.9217,-74.7004
9030,IA,Iowa,50003,Adel,119300,231100,193.71,41.6221,-94.038
9031,TN,Tennessee,37916,Knoxville,82400,185500,225.12,35.9556,-83.9336
9032,MO,Missouri,64485,Savannah,91900,138800,151.03,39.9168,-94.8267
9033,PA,Pennsylvania,16055,Buffalo,129000,221600,171.78,40.7143,-79.7424
9034,CT,Connecticut,6779,Watertown,123500,167200,135.38,41.5909,-73.0873
9035,NC,North Carolina,28305,Fayetteville,85700,141600,165.23,35.056,-78.9047
9036,GA,Georgia,31808,Columbus,157300,241100,153.27,32.6288,-85.0017
9037,NJ,New Jersey,7945,Mendham,438800,702300,160.05,40.7789,-74.6
9038,PA,Pennsylvania,18954,Richboro,234000,440100,188.08,40.2167,-75.0029
9039,NJ,New Jersey,7504,Paterson,143300,271100,189.18,40.9122,-74.1452
9040,NC,North Carolina,27371,Troy,58500,100200,171.28,35.3777,-79.9093
9041,MO,Missouri,64744,El Dorado Springs,68000,103700,152.5,37.8652,-94.0124
9042,NJ,New Jersey,7823,Belvidere,140100,212300,151.53,40.8308,-75.0503
9043,IN,Indiana,46278,Indianapolis,194400,284200,146.19,39.8726,-86.2768
9044,NY,New York,14589,Williamson,81900,131700,160.81,43.2421,-77.17
9045,NJ,New Jersey,8078,Runnemede,88600,154000,173.81,39.8508,-75.0742
9046,OR,Oregon,97146,Warrenton,135600,289200,213.27,46.145,-123.9254
9047,WI,Wisconsin,54944,Hortonville,106000,215500,203.3,44.3273,-88.6281
9048,CO,Colorado,80615,Eaton,146400,329400,225,40.5273,-104.7146
9049,NY,New York,13035,Cazenovia,134200,217500,162.07,42.938,-75.8392
9050,MT,Montana,59635,East Helena,121500,220000,181.07,46.5973,-111.9051
9051,TX,Texas,79830,Alpine,84000,202300,240.83,30.2631,-103.6541
9052,AR,Arkansas,72837,Dover,67200,114300,170.09,35.4074,-93.1355
9053,MA,Massachusetts,2739,Mattapoisett,198800,444900,223.79,41.6618,-70.8164
9054,FL,Florida,32266,Neptune Beach,154300,434100,281.34,30.3155,-81.4051
9055,CA,California,93463,Solvang,377600,789300,209.03,34.6488,-120.1701
9056,NC,North Carolina,28107,Midland,116300,211700,182.03,35.2477,-80.5319
9057,VA,Virginia,22812,Bridgewater,116400,227500,195.45,38.3859,-78.9937
9058,CA,California,93723,Fresno,137300,354400,258.12,36.7863,-119.9532
9059,PA,Pennsylvania,17316,Reading,108500,208000,191.71,39.9645,-77.0073
9060,IL,Illinois,60069,Lincolnshire,348100,446400,128.24,42.1976,-87.9261
9061,TX,Texas,76249,Krum,117400,213900,182.2,33.2734,-97.2675
9062,NM,New Mexico,88008,Santa Teresa,124400,194900,156.67,31.8394,-106.6821
9063,TX,Texas,76060,Kennedale,142200,256200,180.17,32.6432,-97.2139
9064,CA,California,95932,Colusa,127100,224700,176.79,39.2345,-122.0277
9065,TN,Tennessee,37033,Centerville,58700,99500,169.51,35.7797,-87.4775
9066,NY,New York,14141,Concord,70800,142100,200.71,42.52,-78.6847
9067,MS,Mississippi,39191,Wesson,58900,105800,179.63,31.6901,-90.4131
9068,OH,Ohio,43543,Montpelier,66600,82500,123.87,41.5982,-84.6147
9069,PA,Pennsylvania,19095,Abington,170600,300400,176.08,40.0867,-75.1524
9070,MO,Missouri,63040,Wildwood,202100,326600,161.6,38.5667,-90.631
9071,NY,New York,11797,Woodbury,562100,968300,172.26,40.8154,-73.4716
9072,NY,New York,11792,Wading River,217900,428100,196.47,40.952,-72.8348
9073,IN,Indiana,46923,Delphi,74400,116300,156.32,40.5734,-86.6788
9074,MO,Missouri,63348,Wentzville,168300,268000,159.24,38.7626,-90.9343
9075,CA,California,95446,Guerneville,157700,470900,298.6,38.5055,-122.9965
9076,MA,Massachusetts,2648,Barnstable,177700,371100,208.84,41.6703,-70.4163
9077,CA,California,91978,Spring Valley,212600,532800,250.61,32.7329,-116.9596
9078,SC,South Carolina,29148,Summerton,59100,150200,254.15,33.5946,-80.3606
9079,NJ,New Jersey,8065,Palmyra,104000,161000,154.81,40.0037,-75.0257
9080,NY,New York,11752,Islip,170100,356900,209.82,40.7548,-73.1827
9081,FL,Florida,32112,Crescent City,60600,104800,172.94,29.4272,-81.5579
9082,MI,Michigan,48356,Highland,161500,230400,142.66,42.6692,-83.5895
9083,MN,Minnesota,55079,Stacy,128900,253900,196.97,45.3975,-93.0177
9084,NY,New York,12033,Schodack,110400,212400,192.39,42.5376,-73.7071
9085,FL,Florida,33597,Webster,45400,130400,287.22,28.549,-82.0805
9086,PA,Pennsylvania,15139,Oakmont,104700,205000,195.8,40.5196,-79.8369
9087,PA,Pennsylvania,18330,Effort,84900,162900,191.87,40.9669,-75.4523
9088,AZ,Arizona,86440,Mohave Valley,73200,174500,238.39,34.8929,-114.5951
9089,NY,New York,14903,Elmira,59000,89300,151.36,42.1198,-76.8877
9090,OH,Ohio,44231,Garrettsville,105000,158700,151.14,41.2988,-81.0704
