State Code,State,Zip Code,City, Beginning 2000 , End 2018 ,% Increase
VA,Virginia,22601,Winchester,117200,218500,186.43
WI,Wisconsin,54303,Green Bay,85800,124100,144.64
MA,Massachusetts,02368,Randolph,165700,358300,216.23
IL,Illinois,60142,Huntley,198600,262800,132.33
TX,Texas,78132,New Braunfels,222600,421700,189.44
PA,Pennsylvania,17046,Lebanon,99800,140600,140.88
FL,Florida,33409,West Palm Beach,71300,166700,233.8
IL,Illinois,60189,Wheaton,249600,388500,155.65
IL,Illinois,60050,McHenry,139400,170700,122.45
CA,California,94602,Oakland,309700,913600,295
TN,Tennessee,37172,Springfield,86300,175700,203.59
NJ,New Jersey,07011,Clifton,164000,332700,202.87
FL,Florida,33434,Boca Raton,86700,144000,166.09
MA,Massachusetts,02474,Arlington,282200,728500,258.15
KY,Kentucky,41011,Covington,90300,161900,179.29
CA,California,95122,San Jose,273600,752100,274.89
TX,Texas,77493,Katy,135300,221600,163.78
CO,Colorado,80202,Denver,244900,518500,211.72
FL,Florida,33183,Kendale Lakes,90200,240600,266.74
NY,New York,10038,New York,304300,1000900,328.92
FL,Florida,33407,West Palm Beach,71200,178200,250.28
NY,New York,12303,Schenectady,91000,181500,199.45
PA,Pennsylvania,16509,Millcreek,105800,155000,146.5
OH,Ohio,43212,Grandview Heights,152000,376600,247.76
IL,Illinois,60714,Niles,209100,277600,132.76
OH,Ohio,43050,Mount Vernon,79500,120000,150.94
CA,California,93638,Madera,76300,195100,255.7
MN,Minnesota,55443,Brooklyn Park,144300,268400,186
OH,Ohio,43209,Bexley,138400,268100,193.71
TN,Tennessee,37086,La Vergne,108400,200200,184.69
TN,Tennessee,37659,Jonesborough,86900,161300,185.62
IN,Indiana,46804,Fort Wayne,117700,179900,152.85
VA,Virginia,20164,Sterling,158700,394100,248.33
CA,California,92110,San Diego,231200,637700,275.82
NY,New York,11717,Islip,138000,300200,217.54
TN,Tennessee,37067,Franklin,253100,488600,193.05
IA,Iowa,50501,Fort Dodge,61200,84900,138.73
CO,Colorado,81504,Grand Junction,109100,218700,200.46
NV,Nevada,89134,Las Vegas,174100,339100,194.77
CO,Colorado,80104,Castle Rock,188100,397300,211.22
IL,Illinois,60527,Burr Ridge,236500,362700,153.36
OR,Oregon,97471,Roseburg,113700,231500,203.61
IL,Illinois,60631,Chicago,215600,333200,154.55
OK,Oklahoma,73162,Oklahoma City,109100,182400,167.19
TX,Texas,79904,El Paso,61700,93500,151.54
NJ,New Jersey,07747,Matawan,180000,390400,216.89
NH,New Hampshire,03079,Salem,162100,338700,208.95
TN,Tennessee,38117,Memphis,107600,185000,171.93
NV,Nevada,89081,North Las Vegas,140700,271600,193.03
TX,Texas,75234,Farmers Branch,102500,246100,240.1
IL,Illinois,60515,Downers Grove,195900,344300,175.75
MI,Michigan,48162,Frenchtown,117100,135400,115.63
IL,Illinois,60656,Chicago,190100,285000,149.92
CA,California,90604,Whittier,186800,554300,296.73
OH,Ohio,45365,Sidney,86900,125300,144.19
FL,Florida,34238,Sarasota,188400,335700,178.18
CA,California,92701,Santa Ana,155200,482400,310.82
SC,South Carolina,29440,Georgetown,70600,131800,186.69
IN,Indiana,46516,Elkhart,68600,99700,145.34
OH,Ohio,44125,Garfield Heights,89400,69400,77.63
MO,Missouri,63139,Saint Louis,74100,148800,200.81
NY,New York,11358,New York,293700,892200,303.78
CA,California,90002,Los Angeles,124400,372800,299.68
MD,Maryland,21075,Elkridge,154700,345300,223.21
FL,Florida,33809,Lakeland,89800,186900,208.13
CA,California,90039,Los Angeles,227700,1028300,451.6
TN,Tennessee,37931,Knoxville,126700,230900,182.24
MN,Minnesota,55426,Saint Louis Park,133500,279600,209.44
NY,New York,10704,Yonkers,211400,470600,222.61
GA,Georgia,30045,Lawrenceville,150800,223500,148.21
NE,Nebraska,68123,Bellevue,125500,201200,160.32
MD,Maryland,20782,Chillum,124500,331900,266.59
OK,Oklahoma,74464,Tahlequah,59000,97200,164.75
CA,California,91739,Rancho Cucamonga,237100,658300,277.65
MI,Michigan,48089,Warren,70100,60100,85.73
NY,New York,10030,New York,172100,898600,522.14
MA,Massachusetts,01089,West Springfield,121700,222700,182.99
MN,Minnesota,55428,New Hope,122000,225500,184.84
OH,Ohio,45239,White Oak,94000,115200,122.55
FL,Florida,32905,Palm Bay,58400,144200,246.92
FL,Florida,32117,Holly Hill,60400,127400,210.93
CO,Colorado,80033,Wheat Ridge,164600,425600,258.57
FL,Florida,33173,Kendall,129900,346300,266.59
MI,Michigan,48317,Shelby,146500,200700,137
MN,Minnesota,55060,Owatonna,115900,174200,150.3
PA,Pennsylvania,17202,Hamilton,99800,186900,187.27
MS,Mississippi,39208,Pearl,74100,131100,176.92
KS,Kansas,67207,Wichita,105000,155600,148.19
MI,Michigan,48101,Allen Park,119800,132900,110.93
WI,Wisconsin,53140,Kenosha,108500,151200,139.35
CA,California,95993,Yuba City,138300,319000,230.66
MS,Mississippi,39157,Ridgeland,116500,189600,162.75
TX,Texas,75010,Carrollton,174800,321200,183.75
WI,Wisconsin,54449,Marshfield,105800,149900,141.68
IL,Illinois,60624,Chicago,85400,127300,149.06
UT,Utah,84129,Taylorsville,140700,314800,223.74
CA,California,95340,Merced,117100,260700,222.63
IN,Indiana,46545,Mishawaka,77300,120600,156.02
NY,New York,11787,Smithtown,249300,471200,189.01
NY,New York,11801,Hicksville,208500,488500,234.29
NY,New York,12010,Amsterdam,65800,137300,208.66
PA,Pennsylvania,17268,Washington,95300,165500,173.66
NJ,New Jersey,07410,Fair Lawn,215100,424400,197.3
IN,Indiana,47421,Bedford,72000,99900,138.75
CA,California,95070,Saratoga,1033800,2884800,279.05
ID,Idaho,83814,Coeur d'Alene,143800,365600,254.24
PA,Pennsylvania,17022,Elizabethtown,118700,200200,168.66
MA,Massachusetts,02176,Melrose,253700,628800,247.85
FL,Florida,32817,Orlando,108800,245900,226.01
NY,New York,11104,New York,141800,642400,453.03
MA,Massachusetts,01826,Dracut,165600,338500,204.41
WI,Wisconsin,54481,Stevens Point,92800,146300,157.65
KY,Kentucky,40504,Lexington,86000,151500,176.16
TN,Tennessee,38506,Cookeville,85300,168100,197.07
VA,Virginia,20155,Gainesville,250000,490900,196.36
FL,Florida,32962,Vero Beach,70100,150200,214.27
LA,Louisiana,70607,Lake Charles,59800,140900,235.62
GA,Georgia,30306,Atlanta,326600,718300,219.93
AR,Arkansas,72205,Little Rock,87400,159100,182.04
CT,Connecticut,06033,Glastonbury,209800,317500,151.33
WA,Washington,98512,Tumwater,162300,345200,212.69
MN,Minnesota,55128,Oakdale,143300,250300,174.67
TX,Texas,75254,Dallas,85100,181900,213.75
NC,North Carolina,27870,Roanoke Rapids,64700,90000,139.1
VA,Virginia,20165,Sterling,222700,500900,224.92
VA,Virginia,22207,Arlington,350700,952200,271.51
NJ,New Jersey,08822,Raritan,238300,390600,163.91
FL,Florida,33073,Coconut Creek,143400,351100,244.84
TX,Texas,77027,Houston,351700,601900,171.14
FL,Florida,33626,Westchase,153900,356500,231.64
MI,Michigan,48045,Harrison,151300,187200,123.73
IL,Illinois,60035,Highland Park,349800,476100,136.11
CO,Colorado,80302,Boulder,336000,845800,251.73
CA,California,91776,San Gabriel,200500,679200,338.75
MN,Minnesota,55024,Farmington,145800,275500,188.96
WA,Washington,98335,Gig Harbor,217300,520100,239.35
TN,Tennessee,37205,Nashville,231500,588200,254.08
OH,Ohio,43082,Westerville,198700,343200,172.72
AZ,Arizona,85331,Phoenix,243100,483300,198.81
FL,Florida,33026,Pembroke Pines,100200,272000,271.46
PA,Pennsylvania,16335,Meadville,69500,93400,134.39
CA,California,91325,Los Angeles,253200,699000,276.07
NC,North Carolina,28715,Candler,106400,240700,226.22
NC,North Carolina,28146,Salisbury,84600,160200,189.36
MN,Minnesota,55912,Austin,71200,102800,144.38
GA,Georgia,31705,Albany,53100,57900,109.04
IN,Indiana,46131,Franklin,98000,149700,152.76
AR,Arkansas,72113,Maumelle,133900,208300,155.56
NY,New York,12205,Colonie,99100,212500,214.43
NC,North Carolina,27012,Clemmons,133500,221900,166.22
FL,Florida,32408,Panama City,141300,243600,172.4
WA,Washington,98466,University Place,183400,394100,214.89
WI,Wisconsin,53213,Wauwatosa,134700,260900,193.69
TX,Texas,77630,Orange,56500,88500,156.64
TN,Tennessee,37801,Maryville,96500,181000,187.56
VA,Virginia,23860,Hopewell,74200,125600,169.27
KS,Kansas,66801,Emporia,64600,94500,146.28
PA,Pennsylvania,18015,Bethlehem,81000,156300,192.96
NV,Nevada,89503,Reno,131900,318400,241.39
PA,Pennsylvania,19038,Abington,145700,303100,208.03
PA,Pennsylvania,15010,Chippewa,71300,131000,183.73
TX,Texas,78626,Georgetown,139600,243800,174.64
IL,Illinois,60438,Lansing,108000,115700,107.13
CA,California,93420,Arroyo Grande,254400,685400,269.42
MA,Massachusetts,02038,Franklin,227200,424100,186.66
PA,Pennsylvania,19601,Reading,34200,59100,172.81
NC,North Carolina,28278,Charlotte,170100,270200,158.85
LA,Louisiana,70364,Houma,70200,157200,223.93
TN,Tennessee,37921,Knoxville,74400,137300,184.54
WI,Wisconsin,53220,Greenfield,114200,163700,143.35
IL,Illinois,60076,Skokie,216500,311800,144.02
CA,California,91403,Los Angeles,333800,1102400,330.26
MN,Minnesota,55904,Rochester,94600,177800,187.95
CA,California,93454,Santa Maria,146100,358000,245.04
CA,California,93955,Seaside,209200,535600,256.02
TX,Texas,78552,Harlingen,76600,113200,147.78
MN,Minnesota,55033,Hastings,138500,258700,186.79
PA,Pennsylvania,17201,Chambersburg,96600,155100,160.56
TX,Texas,75229,Dallas,206600,433800,209.97
CO,Colorado,81007,Pueblo,103900,253200,243.7
TX,Texas,75042,Garland,87900,190500,216.72
CT,Connecticut,06708,Waterbury,100400,133500,132.97
HI,Hawaii,96825,Honolulu,332700,965100,290.08
OR,Oregon,97008,Beaverton,167600,418900,249.94
UT,Utah,84660,Spanish Fork,150600,324300,215.34
ME,Maine,04330,Augusta,72500,141700,195.45
NC,North Carolina,28150,Shelby,69400,97300,140.2
TX,Texas,77532,Crosby,106800,189000,176.97
TX,Texas,77502,Pasadena,74000,144800,195.68
TX,Texas,76548,Harker Heights,152900,199300,130.35
NJ,New Jersey,08610,Hamilton,99200,171200,172.58
FL,Florida,33870,Sebring,58600,114800,195.9
SC,South Carolina,29154,Sumter,87300,120600,138.14
NC,North Carolina,27278,Hillsborough,135700,249400,183.79
TN,Tennessee,37323,Cleveland,71600,134500,187.85
TX,Texas,78728,Austin,146800,284600,193.87
FL,Florida,32901,Melbourne,71200,168400,236.52
LA,Louisiana,70503,Lafayette,111400,201800,181.15
CA,California,95204,Stockton,96700,255700,264.43
NY,New York,11937,East Hampton,287500,1513300,526.37
NY,New York,11580,Valley Stream,205400,471400,229.5
WI,Wisconsin,53095,West Bend,139700,225400,161.35
CO,Colorado,80550,Windsor,170400,382600,224.53
CA,California,92802,Anaheim,192600,588700,305.66
OR,Oregon,97062,Tualatin,204600,460000,224.83
FL,Florida,32757,Mount Dora,113900,233100,204.65
TX,Texas,76182,North Richland Hills,143400,269100,187.66
TX,Texas,78363,Kingsville,60800,111500,183.39
VA,Virginia,23601,Newport News,93300,179300,192.18
MA,Massachusetts,02116,Boston,400000,1133900,283.48
VA,Virginia,22312,Lincolnia,203300,488000,240.04
OR,Oregon,97070,Wilsonville,222400,464100,208.68
MA,Massachusetts,01876,Tewksbury,210300,422300,200.81
RI,Rhode Island,02889,Warwick,98600,219400,222.52
NY,New York,14620,Rochester,72800,151600,208.24
NC,North Carolina,27545,Knightdale,128800,197900,153.65
SC,South Carolina,29205,Columbia,104100,199900,192.03
IL,Illinois,61108,Rockford,79900,87800,109.89
IN,Indiana,46176,Shelbyville,83400,124100,148.8
AL,Alabama,36561,Orange Beach,235500,346200,147.01
CA,California,93021,Moorpark,290300,653900,225.25
WI,Wisconsin,54494,Wisconsin Rapids,89100,121800,136.7
IL,Illinois,60110,Carpentersville,117200,166800,142.32
GA,Georgia,30240,Lagrange,86900,134500,154.78
TX,Texas,76117,Haltom City,67500,152200,225.48
OK,Oklahoma,73132,Oklahoma City,91800,157000,171.02
MI,Michigan,49686,Traverse City,136800,226000,165.2
NY,New York,12804,Queensbury,107400,219900,204.75
MD,Maryland,21209,Pikesville,139600,321000,229.94
OH,Ohio,45236,Deer Park,107000,159900,149.44
CA,California,95834,Sacramento,186000,365500,196.51
CA,California,95210,Stockton,98000,262200,267.55
IN,Indiana,46526,Goshen,84800,158500,186.91
NV,Nevada,89011,Henderson,137700,276100,200.51
PA,Pennsylvania,18901,Doylestown,212100,414600,195.47
PA,Pennsylvania,15650,Unity,62400,119200,191.03
CA,California,92120,San Diego,235600,656000,278.44
CA,California,91356,Los Angeles,327600,996000,304.03
CA,California,94306,Palo Alto,706300,2968900,420.35
PA,Pennsylvania,15213,Pittsburgh,52600,194200,369.2
CA,California,91352,Los Angeles,153100,550900,359.83
VA,Virginia,20111,Manassas Park,138700,326600,235.47
IN,Indiana,47362,New Castle,57600,77900,135.24
IA,Iowa,50021,Ankeny,110100,222700,202.27
CA,California,95132,San Jose,372000,1197700,321.96
TN,Tennessee,37415,Chattanooga,83800,167200,199.52
ID,Idaho,83616,Eagle,248800,465100,186.94
MO,Missouri,64151,Kansas City,136700,224300,164.08
TX,Texas,77018,Houston,189400,429000,226.5
TN,Tennessee,37917,Knoxville,56500,111200,196.81
MS,Mississippi,39466,Picayune,75100,132100,175.9
MD,Maryland,21133,Randallstown,121000,248700,205.54
PA,Pennsylvania,18052,Whitehall,104800,189100,180.44
CA,California,92675,San Juan Capistrano,304800,756700,248.26
FL,Florida,32773,Sanford,81400,177700,218.3
MN,Minnesota,55434,Blaine,125700,231500,184.17
OH,Ohio,44883,Tiffin,78700,111800,142.06
AZ,Arizona,85743,Tucson,145500,254800,175.12
CT,Connecticut,06095,Windsor,139800,212500,152
TN,Tennessee,37743,Greeneville,63300,98200,155.13
CA,California,94510,Benicia,265700,652500,245.58
IL,Illinois,60102,Algonquin,188400,244900,129.99
LA,Louisiana,70403,Hammond,93700,154500,164.89
MA,Massachusetts,02131,Boston,187900,535600,285.05
MO,Missouri,65616,Branson,89800,143800,160.13
WA,Washington,98498,Lakewood,162800,328700,201.9
WI,Wisconsin,54952,Menasha,114400,178800,156.29
TX,Texas,76040,Euless,126900,231600,182.51
AL,Alabama,36542,Gulf Shores,154800,256200,165.5
OH,Ohio,44135,Cleveland,78800,83200,105.58
KY,Kentucky,40065,Shelbyville,138600,180800,130.45
NY,New York,12302,Glenville,91500,190400,208.09
NY,New York,11566,Merrick,255900,555100,216.92
TX,Texas,76087,Weatherford,125200,276300,220.69
CO,Colorado,80241,Thornton,182400,375400,205.81
OK,Oklahoma,74006,Bartlesville,75700,122700,162.09
CA,California,93637,Madera,107400,237600,221.23
NJ,New Jersey,07065,Rahway,141700,282400,199.29
PA,Pennsylvania,17110,Susquehanna,102500,149400,145.76
VA,Virginia,24019,Roanoke,111900,173200,154.78
SC,South Carolina,29115,Orangeburg,51900,64000,123.31
FL,Florida,34472,Ocala,56900,128500,225.83
CO,Colorado,80301,Boulder,232100,575500,247.95
NJ,New Jersey,07050,Orange,123500,212800,172.31
WA,Washington,98273,Mount Vernon,151500,320900,211.82
CO,Colorado,80304,Boulder,325500,933800,286.88
LA,Louisiana,70663,Sulphur,65000,152000,233.85
TX,Texas,77590,Texas City,68500,120600,176.06
CA,California,93710,Fresno,109100,269500,247.02
MI,Michigan,48116,Brighton,168300,271300,161.2
TX,Texas,76705,Bellmead,68200,113000,165.69
NV,Nevada,89141,Las Vegas,160200,332600,207.62
NH,New Hampshire,03062,Nashua,149000,305100,204.77
WA,Washington,98029,Issaquah,282200,773000,273.92
KY,Kentucky,42431,Madisonville,63300,100900,159.4
IA,Iowa,52806,Davenport,86900,145600,167.55
NY,New York,11050,Port Washington,431500,931300,215.83
OH,Ohio,45750,Marietta,73800,125000,169.38
TX,Texas,76048,Granbury,88400,188700,213.46
SC,South Carolina,29926,Hilton Head Island,308800,424700,137.53
NJ,New Jersey,07110,Nutley,174800,393200,224.94
HI,Hawaii,96793,Wailuku,212600,611600,287.68
FL,Florida,32548,Fort Walton Beach,105100,214300,203.9
OK,Oklahoma,74066,Sapulpa,58200,105800,181.79
TX,Texas,76016,Arlington,130200,235000,180.49
ID,Idaho,83687,Nampa,116400,228400,196.22
CA,California,92869,Orange,283100,752700,265.88
VA,Virginia,24501,Lynchburg,59400,99300,167.17
OR,Oregon,97502,Central Point,119600,277200,231.77
MS,Mississippi,38801,Tupelo,94100,126100,134.01
TX,Texas,78703,Austin,422100,854900,202.53
NJ,New Jersey,08087,Little Egg Harbor,99800,192600,192.99
FL,Florida,33618,Greater Carrollwood,125600,280600,223.41
CA,California,92008,Carlsbad,298900,882300,295.18
NJ,New Jersey,07208,Elizabeth,153700,304000,197.79
TX,Texas,77041,Houston,115500,193400,167.45
TX,Texas,75032,Rockwall,196400,324000,164.97
CA,California,90031,Los Angeles,140700,631500,448.83
CA,California,92311,Barstow,68700,132500,192.87
VA,Virginia,23116,Mechanicsville,181200,314700,173.68
CO,Colorado,80911,Security-Widefield,120100,243700,202.91
CA,California,94063,Redwood City,345600,1250700,361.89
CA,California,95842,Sacramento,109100,286800,262.88
WA,Washington,98607,Camas,182600,462000,253.01
MN,Minnesota,56303,Saint Cloud,88800,142200,160.14
WA,Washington,98362,Port Angeles,121600,255300,209.95
FL,Florida,32550,Miramar Beach,224500,387300,172.52
WI,Wisconsin,53072,Pewaukee,180500,306800,169.97
PA,Pennsylvania,18940,Newtown,225000,466900,207.51
GA,Georgia,30094,Conyers,130600,177200,135.68
WA,Washington,98007,Bellevue,227500,735600,323.34
NY,New York,14606,Gates-North Gates,77600,105000,135.31
NJ,New Jersey,07054,Parsippany-Troy Hills,257800,463700,179.87
VA,Virginia,22309,Mount Vernon,172400,411900,238.92
FL,Florida,32533,Cantonment,105400,186200,176.66
KY,Kentucky,41018,Erlanger,92100,134700,146.25
TN,Tennessee,37311,Cleveland,63900,114900,179.81
LA,Louisiana,70360,Houma,121800,236300,194.01
CA,California,95838,Sacramento,85800,256100,298.48
CA,California,90221,Compton,133400,407500,305.47
TX,Texas,79761,Odessa,66400,143300,215.81
CA,California,95356,Modesto,159000,356500,224.21
LA,Louisiana,71457,Natchitoches,84300,141000,167.26
AZ,Arizona,85541,Payson,128900,252400,195.81
VA,Virginia,22079,Lorton,192000,472400,246.04
IN,Indiana,47933,Crawfordsville,89600,129500,144.53
TX,Texas,78634,Hutto,135800,228600,168.34
PA,Pennsylvania,19406,King of Prussia,154600,326000,210.87
TX,Texas,79927,Socorro,62500,100000,160
AZ,Arizona,85349,San Luis,58200,137700,236.6
IL,Illinois,61801,Urbana,82900,121300,146.32
CA,California,92123,San Diego,208600,611500,293.14
OH,Ohio,45042,Middletown,99000,128800,130.1
MN,Minnesota,55021,Faribault,119000,185800,156.13
UT,Utah,84057,Orem,145400,308800,212.38
CA,California,92083,Vista,168600,476800,282.8
TX,Texas,77014,Houston,109400,167300,152.93
MA,Massachusetts,01845,North Andover,277600,511100,184.11
ME,Maine,04106,South Portland,116900,288800,247.05
PA,Pennsylvania,18360,Hamilton,97300,184500,189.62
CA,California,94134,San Francisco,307200,991600,322.79
MI,Michigan,49015,Battle Creek,93500,119800,128.13
OR,Oregon,97220,Portland,127500,333900,261.88
OR,Oregon,97225,West Haven-Sylvan,229500,562700,245.19
OR,Oregon,97132,Newberg,151300,359400,237.54
VA,Virginia,23435,Suffolk,138500,284200,205.2
CA,California,91007,Arcadia,347700,1143500,328.88
NY,New York,10562,Ossining,249300,426900,171.24
IN,Indiana,46077,Zionsville,264600,404800,152.99
OK,Oklahoma,74075,Stillwater,93700,161400,172.25
ID,Idaho,83651,Nampa,105700,201400,190.54
PA,Pennsylvania,18045,Palmer,118000,235000,199.15
RI,Rhode Island,02906,Providence,187000,475100,254.06
MD,Maryland,21030,Cockeysville,176600,351100,198.81
GA,Georgia,30082,Smyrna,156300,286900,183.56
AR,Arkansas,72404,Jonesboro,85800,169000,196.97
SC,South Carolina,29566,Little River,99300,167300,168.48
GA,Georgia,30013,Conyers,136100,179100,131.59
IL,Illinois,60139,Glendale Heights,137600,193900,140.92
CA,California,93657,Sanger,106900,243900,228.16
MD,Maryland,20723,Laurel,181600,408000,224.67
NY,New York,13905,Binghamton,64400,116400,180.75
MO,Missouri,65101,Jefferson City,118500,157800,133.16
FL,Florida,32118,Daytona Beach,83200,214000,257.21
PA,Pennsylvania,17815,Bloomsburg,76800,150400,195.83
GA,Georgia,30534,Dawsonville,120900,230600,190.74
MI,Michigan,48309,Rochester Hills,236000,327800,138.9
IL,Illinois,62221,Belleville,95600,149800,156.69
AZ,Arizona,86301,Prescott,113400,324900,286.51
OK,Oklahoma,73533,Duncan,41000,66000,160.98
AZ,Arizona,86409,Kingman,76100,151700,199.34
TX,Texas,78602,Bastrop,100600,220600,219.28
WA,Washington,98684,Vancouver,136600,320600,234.7
NC,North Carolina,28602,Hickory,69700,117700,168.87
MI,Michigan,49525,Northview,133300,212800,159.64
SC,South Carolina,29649,Greenwood,102200,153500,150.2
CA,California,95660,Sacramento,87800,255600,291.12
PA,Pennsylvania,19125,Philadelphia,34100,276400,810.56
TX,Texas,78260,San Antonio,216900,355900,164.08
MD,Maryland,20770,Greenbelt,88000,183300,208.3
FL,Florida,33781,Pinellas Park,70000,173200,247.43
MN,Minnesota,55403,Minneapolis,144200,259800,180.17
PA,Pennsylvania,18201,Hazleton,43800,70400,160.73
AR,Arkansas,72903,Fort Smith,91800,153400,167.1
FL,Florida,32806,Orlando,113300,282400,249.25
FL,Florida,34481,Ocala,76100,124000,162.94
NY,New York,13045,Cortland,65400,123200,188.38
IL,Illinois,60181,Villa Park,151400,236300,156.08
NC,North Carolina,28086,Kings Mountain,76000,109900,144.61
CO,Colorado,80919,Colorado Springs,204200,394500,193.19
FL,Florida,33426,Boynton Beach,83200,204300,245.55
OH,Ohio,44708,Canton,97500,114100,117.03
CA,California,95816,Sacramento,166600,588700,353.36
MS,Mississippi,39452,Lucedale,76600,137900,180.03
MA,Massachusetts,02536,East Falmouth,163300,377200,230.99
CO,Colorado,80303,Boulder,248100,642800,259.09
TX,Texas,76020,Azle,98100,192100,195.82
GA,Georgia,31324,Richmond Hill,138600,253200,182.68
NJ,New Jersey,07103,Newark,104400,199400,191
TX,Texas,76014,Arlington,81600,171900,210.66
CA,California,94607,Oakland,162800,664800,408.35
AL,Alabama,35205,Birmingham,76400,142900,187.04
IL,Illinois,60516,Downers Grove,209300,333800,159.48
AZ,Arizona,85742,Tucson,124500,219600,176.39
NJ,New Jersey,08075,Delran,126900,200800,158.23
NJ,New Jersey,08330,Hamilton,102900,157200,152.77
AZ,Arizona,85053,Phoenix,103300,222900,215.78
NY,New York,10017,New York,320800,981900,306.08
UT,Utah,84103,Salt Lake City,208200,493600,237.08
KS,Kansas,66441,Junction City,91200,125400,137.5
CA,California,95148,San Jose,381300,1023400,268.4
OR,Oregon,97086,Happy Valley,205800,518700,252.04
MI,Michigan,48336,Farmington Hills,160800,200800,124.88
OK,Oklahoma,73069,Norman,70400,141700,201.28
NY,New York,11710,Bellmore,241400,515900,213.71
CA,California,95677,Rocklin,190600,455000,238.72
AL,Alabama,35611,Athens,68000,107000,157.35
IA,Iowa,51106,Sioux City,68200,133000,195.01
OH,Ohio,44685,Uniontown,131100,190500,145.31
MO,Missouri,64012,Belton,102700,168500,164.07
WY,Wyoming,82601,Casper,129400,192300,148.61
PA,Pennsylvania,19454,North Wales,172100,332700,193.32
CT,Connecticut,06811,Danbury,196800,298100,151.47
MO,Missouri,64093,Warrensburg,114500,174800,152.66
MA,Massachusetts,02072,Stoughton,182300,372800,204.5
NJ,New Jersey,08003,Cherry Hill,175200,318700,181.91
AZ,Arizona,86326,Cottonwood,105100,228700,217.6
VA,Virginia,22101,McLean,431900,1052600,243.71
TX,Texas,77506,Pasadena,57100,121000,211.91
UT,Utah,84116,Salt Lake City,123700,283600,229.26
AR,Arkansas,72211,Little Rock,122100,179200,146.76
OK,Oklahoma,74011,Broken Arrow,105900,170200,160.72
VA,Virginia,20191,Reston,165000,446500,270.61
OK,Oklahoma,74137,Tulsa,212500,292000,137.41
TX,Texas,78746,Austin,515800,946100,183.42
NJ,New Jersey,08046,Willingboro,91700,160300,174.81
NC,North Carolina,28104,Stallings,180200,332700,184.63
WA,Washington,98802,East Wenatchee Bench,146700,335500,228.7
TX,Texas,77705,Beaumont,50300,71600,142.35
LA,Louisiana,70791,Zachary,94900,197800,208.43
CA,California,92586,Menifee,92500,258200,279.14
MA,Massachusetts,02132,Boston,254900,591900,232.21
CA,California,94549,Lafayette,481200,1550900,322.3
UT,Utah,84088,West Jordan,160400,356100,222.01
VA,Virginia,22315,Franconia,197200,488700,247.82
TX,Texas,78750,Austin,246700,426600,172.92
MA,Massachusetts,01923,Danvers,235200,460800,195.92
NJ,New Jersey,07042,Montclair,216900,586500,270.4
OH,Ohio,44143,Richmond Heights,168300,192000,114.08
CT,Connecticut,06109,Wethersfield,155300,247400,159.3
MI,Michigan,48108,Pittsfield,188200,294600,156.54
CA,California,90023,Los Angeles,135900,418700,308.09
OR,Oregon,97068,West Linn,238900,546300,228.67
TX,Texas,77833,Brenham,100300,187500,186.94
CA,California,94002,Belmont,575100,1771300,308
FL,Florida,33772,Seminole,94800,229300,241.88
CA,California,95603,Auburn,198500,442900,223.12
MI,Michigan,48042,Macomb,184000,300100,163.1
WA,Washington,98001,Auburn,173800,371500,213.75
CO,Colorado,80234,Westminster,176500,373100,211.39
IN,Indiana,46202,Indianapolis,112600,238200,211.55
CA,California,95348,Merced,122400,274000,223.86
MI,Michigan,48080,Saint Clair Shores,117600,142000,120.75
OK,Oklahoma,73107,Oklahoma City,44100,96800,219.5
MA,Massachusetts,02721,Fall River,125000,245900,196.72
CA,California,91106,Pasadena,211600,716700,338.71
FL,Florida,34202,Bradenton,178800,389800,218.01
MN,Minnesota,55105,Saint Paul,164200,363100,221.13
MA,Massachusetts,01757,Milford,178700,345900,193.56
UT,Utah,84405,Washington Terrace,133100,269600,202.55
CA,California,94555,Fremont,322600,1138800,353.01
LA,Louisiana,70815,Baton Rouge,105700,165300,156.39
WA,Washington,98445,Parkland,133500,293500,219.85
SC,South Carolina,29673,Piedmont,93300,165100,176.96
WA,Washington,98021,Bothell,248300,650500,261.98
CA,California,95118,San Jose,376700,1222700,324.58
TX,Texas,79606,Abilene,102300,191500,187.19
TX,Texas,77515,Angleton,82600,173700,210.29
NJ,New Jersey,08226,Ocean City,225300,603100,267.69
WA,Washington,99216,Spokane Valley,108400,236000,217.71
FL,Florida,32819,Doctor Phillips,151900,318000,209.35
MI,Michigan,49519,Wyoming,99900,158400,158.56
TN,Tennessee,37055,Dickson,82400,163000,197.82
MA,Massachusetts,02119,Boston,129500,458800,354.29
CA,California,94530,El Cerrito,255200,900200,352.74
RI,Rhode Island,02861,Pawtucket,103600,218100,210.52
MD,Maryland,21801,Salisbury,95700,164500,171.89
GA,Georgia,31021,Dublin,67200,114200,169.94
CO,Colorado,80138,Parker,246500,501300,203.37
FL,Florida,34471,Ocala,100900,176300,174.73
NY,New York,12306,Rotterdam,85000,163800,192.71
CO,Colorado,80129,Highlands Ranch,210000,459700,218.9
CO,Colorado,81004,Pueblo,71100,110400,155.27
TX,Texas,77301,Conroe,81100,142500,175.71
CT,Connecticut,06320,New London,99100,157500,158.93
CA,California,92124,San Diego,277100,686500,247.74
CA,California,92595,Wildomar,188400,416600,221.13
NC,North Carolina,27514,Chapel Hill,226300,422000,186.48
FL,Florida,32119,South Daytona,83000,173000,208.43
TX,Texas,77021,Houston,63000,133400,211.75
