State Code,State,Zip Code,City, Beginning 2000 , End 2018 ,% Increase
IA,Iowa,52328,Robins,127400,272400,213.81
MN,Minnesota,55368,Norwood Young America,121300,205500,169.41
NH,New Hampshire,03237,Gilmanton,102800,223300,217.22
TN,Tennessee,38041,Henning,49500,61900,125.05
OH,Ohio,44608,Beach City,73900,121900,164.95
MN,Minnesota,55341,Hanover,130400,315900,242.25
NY,New York,13606,Adams Center,64800,137400,212.04
TN,Tennessee,38553,Clarkrange,50500,111700,221.19
PA,Pennsylvania,15035,East Mc Keesport,49600,61700,124.4
KS,Kansas,66524,Overbrook,84300,135800,161.09
VT,Vermont,05048,Hartland,126900,269500,212.37
OH,Ohio,43518,Edon,65700,94300,143.53
GA,Georgia,30056,Newborn,87200,188100,215.71
AL,Alabama,36879,Waverly,147700,224100,151.73
CA,California,95918,Browns Valley,196100,461700,235.44
MA,Massachusetts,01351,Montague,107700,243200,225.81
KS,Kansas,66066,Oskaloosa,75900,117800,155.2
MO,Missouri,65679,Kirbyville,85800,142200,165.73
NY,New York,12491,Woodstock,113200,245300,216.7
NY,New York,12814,Bolton,155000,370800,239.23
MN,Minnesota,55940,Hayfield,101300,186800,184.4
NH,New Hampshire,03266,Rumney,83000,168200,202.65
PA,Pennsylvania,16421,Harborcreek,91100,151200,165.97
TN,Tennessee,38317,Bruceton,35300,51500,145.89
IA,Iowa,50169,Mitchellville,84200,175900,208.91
PA,Pennsylvania,15027,Conway,81000,138500,170.99
SC,South Carolina,29162,Turbeville,60500,77300,127.77
OH,Ohio,44843,Lucas,88700,133000,149.94
IN,Indiana,46543,Millersburg,84100,194200,230.92
MI,Michigan,49616,Benzonia,62100,121800,196.14
MN,Minnesota,56571,Ottertail,72300,220600,305.12
OK,Oklahoma,74871,Stonewall,48800,102800,210.66
PA,Pennsylvania,16153,Stoneboro,61600,114700,186.2
NH,New Hampshire,03255,Newbury,151200,327400,216.53
WI,Wisconsin,53049,Malone,125900,207700,164.97
NE,Nebraska,68748,Madison,62700,114100,181.98
CO,Colorado,80536,Livermore,168600,390100,231.38
TN,Tennessee,37149,Readyville,73100,210600,288.1
TN,Tennessee,37012,Alexandria,70100,121600,173.47
WA,Washington,98568,Oakville,120700,273000,226.18
VA,Virginia,22620,Boyce,153800,327300,212.81
NY,New York,14873,Prattsburgh,45700,92900,203.28
OH,Ohio,44878,Shiloh,67200,114700,170.68
CA,California,94957,Ross,1306200,2877200,220.27
PA,Pennsylvania,16844,Union,71600,188800,263.69
GA,Georgia,31807,Ellerslie,143600,228600,159.19
NC,North Carolina,28709,Barnardsville,102600,235100,229.14
IN,Indiana,47633,Poseyville,77300,138100,178.65
VT,Vermont,05667,East Montpelier,93100,195900,210.42
NJ,New Jersey,07074,Moonachie,209000,365600,174.93
VA,Virginia,20198,The Plains,202100,454500,224.89
OH,Ohio,43149,Rockbridge,74700,157300,210.58
IN,Indiana,46994,Walton,67300,107100,159.14
PA,Pennsylvania,15050,Greene,98600,198100,200.91
MN,Minnesota,55003,Bayport,132600,252700,190.57
OK,Oklahoma,74131,Sapulpa,92400,156400,169.26
KY,Kentucky,40372,Salvisa,85700,151000,176.2
NC,North Carolina,28515,Bayboro,56900,96800,170.12
OR,Oregon,97443,Glide,118700,244200,205.73
TN,Tennessee,37872,Sunbright,24600,82400,334.96
WI,Wisconsin,54028,Woodville,132500,194000,146.42
MD,Maryland,21531,Friendsville,56400,110100,195.21
TN,Tennessee,38069,Stanton,42100,78000,185.27
MS,Mississippi,39140,New Hebron,56700,86700,152.91
IN,Indiana,47920,Battle Ground,96700,157400,162.77
NY,New York,14170,East Aurora,103600,230500,222.49
WI,Wisconsin,53502,Albany,124800,173600,139.1
MN,Minnesota,55049,Medford,107000,165200,154.39
OK,Oklahoma,74080,Talala,68700,170000,247.45
TX,Texas,77420,Boling,60800,102300,168.26
TX,Texas,78409,Corpus Christi,76100,131800,173.19
PA,Pennsylvania,15142,Collier,274900,473300,172.17
PA,Pennsylvania,17040,Tyrone,88700,160000,180.38
OH,Ohio,44880,Sullivan,79000,154300,195.32
IN,Indiana,46161,Morristown,94500,153400,162.33
NY,New York,13648,Diana,34800,83100,238.79
NC,North Carolina,28679,Sugar Grove,102100,208300,204.02
KS,Kansas,66070,Ozawkie,83600,135500,162.08
NY,New York,13101,Solon,54600,104800,191.94
AL,Alabama,36376,Webb,69500,102500,147.48
IN,Indiana,46940,La Fontaine,68600,107700,157
NE,Nebraska,68023,Fort Calhoun,148400,265700,179.04
NC,North Carolina,28698,Zionville,79300,185400,233.8
CA,California,95255,West Point,122200,223500,182.9
MT,Montana,59825,Clinton,136700,264500,193.49
KS,Kansas,67431,Chapman,93100,155800,167.35
NY,New York,14735,Fillmore,44800,81400,181.7
IL,Illinois,62677,Pleasant Plains,116000,146400,126.21
IA,Iowa,52637,Mediapolis,67300,105000,156.02
MN,Minnesota,56361,Parkers Prairie,55600,127100,228.6
NY,New York,13110,Otisco,82700,182500,220.68
PA,Pennsylvania,17094,Delaware,48000,150500,313.54
WI,Wisconsin,54486,Tigerton,82100,101300,123.39
MN,Minnesota,55965,Preston,63400,148100,233.6
OH,Ohio,43137,Lockbourne,121300,188500,155.4
WI,Wisconsin,54009,Dresser,133300,192600,144.49
IL,Illinois,60157,Medinah,225400,322200,142.95
NJ,New Jersey,07865,Mansfield,176100,266100,151.11
PA,Pennsylvania,17502,Conoy,120800,198200,164.07
IL,Illinois,61024,Durand,84200,113200,134.44
NY,New York,13042,Vienna,55600,119300,214.57
OK,Oklahoma,74339,Commerce,22500,27600,122.67
OH,Ohio,45814,Arlington,91100,137300,150.71
IL,Illinois,62067,Moro,87800,137400,156.49
MO,Missouri,64755,Jasper,67200,120000,178.57
NH,New Hampshire,03221,Bradford,116000,245100,211.29
NY,New York,14813,Amity,39000,72300,185.38
VA,Virginia,24520,Alton,67100,61400,91.51
OH,Ohio,43155,Sugar Grove,82500,157100,190.42
IA,Iowa,51346,Hartley,49300,86400,175.25
NY,New York,14809,Avoca,43700,83300,190.62
PA,Pennsylvania,15938,Washington,61600,75900,123.21
MI,Michigan,49751,Johannesburg,94600,94800,100.21
MO,Missouri,63549,La Plata,71600,114400,159.78
TX,Texas,75480,Scroggins,177900,342200,192.36
NY,New York,12581,Stanford,156700,295000,188.26
IL,Illinois,60476,Thornton,107400,104000,96.83
MO,Missouri,64136,Kansas City,102500,148100,144.49
FL,Florida,32358,Sopchoppy,54100,135700,250.83
WI,Wisconsin,54111,Cecil,98700,146100,148.02
CO,Colorado,81639,Hayden,114800,275000,239.55
OR,Oregon,97495,Winchester,158100,356900,225.74
NY,New York,13332,Lebanon,46600,86800,186.27
TN,Tennessee,38255,Sharon,39800,57300,143.97
MN,Minnesota,55007,Brook Park,78300,177700,226.95
NH,New Hampshire,03455,Marlborough,91600,180300,196.83
WI,Wisconsin,54614,Bangor,67200,154200,229.46
MN,Minnesota,56551,Henning,52300,129800,248.18
NH,New Hampshire,03844,Hampton Falls,274100,491500,179.31
CT,Connecticut,06334,Bozrah,131000,216600,165.34
PA,Pennsylvania,16327,Randolph,60200,98700,163.95
MA,Massachusetts,02725,Somerset,134400,268600,199.85
PA,Pennsylvania,16052,Prospect,120400,219100,181.98
MN,Minnesota,56547,Glyndon,72500,215600,297.38
AR,Arkansas,72039,Twin Groves,54100,114900,212.38
NY,New York,14561,Seneca,72800,136700,187.77
CA,California,93238,Kernville,95800,212400,221.71
VA,Virginia,24162,Shawsville,79700,137900,173.02
WV,West Virginia,26851,Wardensville,51400,120600,234.63
OH,Ohio,44818,Bloomville,68000,94500,138.97
IN,Indiana,46147,Jamestown,115900,182900,157.81
MI,Michigan,48819,Dansville,112100,163200,145.58
WI,Wisconsin,54616,Blair,84200,117300,139.31
MO,Missouri,65669,Highlandville,101500,177100,174.48
ID,Idaho,83429,Island Park,114800,277500,241.72
NC,North Carolina,27562,New Hill,152800,389900,255.17
GA,Georgia,30251,Luthersville,54700,114300,208.96
MI,Michigan,49339,Pierson,100800,152000,150.79
MT,Montana,59421,Cascade,137800,205900,149.42
GA,Georgia,30568,Clayton,114600,191100,166.75
IN,Indiana,47115,Depauw,84600,128700,152.13
WI,Wisconsin,53170,Salem,126600,192500,152.05
TX,Texas,77335,Goodrich,61200,118500,193.63
VT,Vermont,05677,Waterbury,133600,307000,229.79
CT,Connecticut,06777,New Preston,229000,417100,182.14
ID,Idaho,83420,Ashton,86800,202200,232.95
MA,Massachusetts,02666,Truro,268100,663800,247.59
CT,Connecticut,06235,Chaplin,122100,202900,166.18
PA,Pennsylvania,17087,Richland,110800,171000,154.33
MD,Maryland,21132,Pylesville,160900,369400,229.58
OH,Ohio,45162,Goshen,96000,171800,178.96
NY,New York,12197,Worcester,50000,113800,227.6
NY,New York,13092,Locke,62000,124000,200
PA,Pennsylvania,18930,Nockamixon,196100,369000,188.17
IA,Iowa,51039,Moville,72300,137300,189.9
IA,Iowa,52773,Walcott,103300,177000,171.35
WA,Washington,98394,Vaughn,169500,440500,259.88
MD,Maryland,21155,Upperco,170000,341600,200.94
MD,Maryland,21678,Worton,100400,173600,172.91
WI,Wisconsin,53114,Darien,116400,168200,144.5
WI,Wisconsin,53515,Black Earth,146000,226300,155
KS,Kansas,66021,Edgerton,90200,175200,194.24
TX,Texas,76093,Rio Vista,80000,181600,227
OH,Ohio,44048,Kingsville,79200,110300,139.27
WA,Washington,98537,Cosmopolis,111200,220900,198.65
WI,Wisconsin,54443,Junction City,109400,172900,158.04
NY,New York,12440,Marbletown,109400,261800,239.31
NY,New York,13622,Lyme,48400,139700,288.64
CA,California,95947,Greenville,98900,158300,160.06
PA,Pennsylvania,17329,Manheim,119100,239000,200.67
PA,Pennsylvania,17565,Martic,122600,217600,177.49
VA,Virginia,22644,Maurertown,97400,196600,201.85
TN,Tennessee,38573,Monroe,55700,108400,194.61
MA,Massachusetts,01262,Stockbridge,194200,397400,204.63
NY,New York,12583,Tivoli,119400,261600,219.1
NY,New York,13408,Eaton,70000,118500,169.29
NY,New York,14541,Varick,84000,162400,193.33
OH,Ohio,44836,Green Springs,65300,103600,158.65
OH,Ohio,45325,Farmersville,105400,157000,148.96
MI,Michigan,49640,Honor,93400,194700,208.46
KS,Kansas,67546,Inman,95500,139000,145.55
CO,Colorado,81326,Hesperus,164600,399500,242.71
SC,South Carolina,29712,Edgemoor,28800,116300,403.82
IL,Illinois,61723,Atlanta,54100,89900,166.17
MD,Maryland,21874,Willards,83300,166600,200
MN,Minnesota,55955,Mantorville,133400,312000,233.88
NC,North Carolina,28684,Todd,70400,201700,286.51
WI,Wisconsin,53007,Butler,121200,167400,138.12
NY,New York,12455,Middletown,83200,182200,218.99
NY,New York,12996,Willsboro,56100,128700,229.41
PA,Pennsylvania,18917,Dublin,159400,301000,188.83
PA,Pennsylvania,19310,Atglen,133400,221100,165.74
WV,West Virginia,26184,Waverly,74500,118300,158.79
FL,Florida,32187,San Mateo,68800,128400,186.63
MO,Missouri,63055,Labadie,150000,252800,168.53
OK,Oklahoma,73057,Maysville,36300,60500,166.67
OK,Oklahoma,73169,Oklahoma City,80300,227300,283.06
NY,New York,12056,Duanesburg,117600,243200,206.8
PA,Pennsylvania,18656,Ross,62700,160500,255.98
NC,North Carolina,28464,Teachey,59900,97700,163.11
FL,Florida,34216,Anna Maria,246300,996200,404.47
IN,Indiana,47232,Elizabethtown,93500,149400,159.79
MD,Maryland,20677,La Plata,201200,382400,190.06
WI,Wisconsin,54014,Hager City,128800,208000,161.49
VA,Virginia,22514,Milford,91400,171300,187.42
CA,California,96027,Etna,116000,201500,173.71
PA,Pennsylvania,18850,Ulster,87900,129700,147.55
VA,Virginia,22843,Mount Solon,114300,218500,191.16
KY,Kentucky,42266,Pembroke,76300,156800,205.5
WI,Wisconsin,53561,Merrimac,153700,286000,186.08
CA,California,94923,Bodega Bay,399100,928600,232.67
ME,Maine,04253,Livermore,71400,158000,221.29
PA,Pennsylvania,18214,Grier City-Park Crest,66800,121500,181.89
IA,Iowa,52043,Elkader,60200,108200,179.73
RI,Rhode Island,02808,Bradford,119100,237500,199.41
ME,Maine,03905,Kittery,198600,468100,235.7
NJ,New Jersey,07077,Woodbridge,145300,276400,190.23
MD,Maryland,21160,Whiteford,141200,284000,201.13
VA,Virginia,22952,Lyndhurst,109400,190600,174.22
GA,Georgia,30627,Carlton,68600,94500,137.76
MI,Michigan,49051,East Leroy,96700,150400,155.53
IA,Iowa,50261,Van Meter,107800,236100,219.02
OK,Oklahoma,74740,Haworth,26300,86400,328.52
PA,Pennsylvania,15486,Franklin,69400,131600,189.63
PA,Pennsylvania,16222,Wayne,40100,107300,267.58
OH,Ohio,44215,Chippewa Lake,83100,121300,145.97
WI,Wisconsin,54618,Camp Douglas,87300,138500,158.65
IL,Illinois,60184,Wayne,373900,483800,129.39
AL,Alabama,35981,Ider,57100,90400,158.32
IA,Iowa,52159,Monona,63200,106500,168.51
NY,New York,13495,Yorkville,57100,100000,175.13
PA,Pennsylvania,16611,Porter,58100,137700,237.01
MI,Michigan,49788,Kincheloe,32100,47000,146.42
UT,Utah,84654,Salina,117100,176400,150.64
NH,New Hampshire,03224,Canterbury,136200,267600,196.48
NC,North Carolina,28119,Morven,39300,43300,110.18
TN,Tennessee,37145,Pleasant Shade,50000,120600,241.2
IA,Iowa,52322,Oxford,99300,236000,237.66
WI,Wisconsin,53153,North Prairie,149400,282200,188.89
OK,Oklahoma,74932,Rock Island,51200,104100,203.32
ID,Idaho,83539,Kooskia,83500,233200,279.28
NY,New York,13658,Lisbon,43700,81600,186.73
PA,Pennsylvania,18077,Riegelsville,167300,299900,179.26
VA,Virginia,24472,Raphine,127800,209700,164.08
IN,Indiana,46056,Markleville,85300,147900,173.39
IN,Indiana,46130,Fountaintown,117400,186900,159.2
OK,Oklahoma,74726,Bokchito,46100,106600,231.24
KY,Kentucky,40107,Boston,76700,159400,207.82
WV,West Virginia,25537,Lesage,56300,96800,171.94
SC,South Carolina,29729,Richburg,21200,79000,372.64
OH,Ohio,43128,Jeffersonville,70000,88000,125.71
MN,Minnesota,55952,Lewiston,86400,167800,194.21
IL,Illinois,61284,Andalusia,110700,174100,157.27
IL,Illinois,61843,Fisher,107200,132600,123.69
AR,Arkansas,71851,Mineral Springs,38900,63800,164.01
NY,New York,12981,Saranac,54400,121400,223.16
VA,Virginia,24085,Eagle Rock,58300,96500,165.52
MI,Michigan,48748,National City,36700,79600,216.89
IL,Illinois,61533,Glasford,75200,110400,146.81
NH,New Hampshire,03245,Holderness,159100,321700,202.2
MD,Maryland,21798,Woodsboro,161100,313100,194.35
IA,Iowa,51455,Manning,49900,97400,195.19
HI,Hawaii,96762,Laie,223900,931300,415.94
WI,Wisconsin,53951,North Freedom,117400,169000,143.95
GA,Georgia,31020,Dry Branch,34500,66700,193.33
FL,Florida,32359,Steinhatchee,62200,128700,206.91
PA,Pennsylvania,16822,Beech Creek,73200,138600,189.34
MI,Michigan,49034,Climax,116100,152000,130.92
IA,Iowa,50228,Prairie City,81600,151000,185.05
IL,Illinois,60146,Kirkland,125100,158800,126.94
WA,Washington,98588,Tahuya,149600,319200,213.37
NY,New York,12764,Tusten,76000,184400,242.63
NY,New York,13679,Alexandria,44600,113800,255.16
VA,Virginia,24067,Callaway,96400,166900,173.13
IA,Iowa,52151,Lansing,63500,136900,215.59
WI,Wisconsin,54824,Centuria,108700,160300,147.47
NH,New Hampshire,03258,Chichester,129200,267800,207.28
NY,New York,10537,Cortlandt Manor,133700,252000,188.48
NC,North Carolina,28617,Crumpler,24000,125200,521.67
OK,Oklahoma,74940,Howe,47700,101600,213
UT,Utah,84333,Richmond,141000,250500,177.66
NY,New York,12912,Black Brook,45800,113100,246.94
TN,Tennessee,37866,Sharps Chapel,67400,191500,284.12
TX,Texas,78393,Woodsboro,57700,89200,154.59
OH,Ohio,43358,West Mansfield,58700,124600,212.27
MI,Michigan,48159,Maybee,111400,159700,143.36
MI,Michigan,48835,Fowler,100000,151800,151.8
NY,New York,12918,Saranac,61000,128100,210
WI,Wisconsin,53035,Iron Ridge,141300,195500,138.36
WI,Wisconsin,54435,Gleason,101800,130600,128.29
NY,New York,13736,Berkshire,43300,116000,267.9
MO,Missouri,64019,Centerview,98500,168900,171.47
NY,New York,12926,Constable,35800,87100,243.3
MD,Maryland,21625,Cordova,135500,252900,186.64
OH,Ohio,44645,Marshallville,95800,150900,157.52
MI,Michigan,49309,Bitely,32200,54800,170.19
CA,California,93601,Ahwahnee,139200,325000,233.48
WA,Washington,98828,Malaga,128800,287300,223.06
NY,New York,14741,Great Valley,58800,123700,210.37
WA,Washington,98320,Brinnon,123100,262700,213.4
PA,Pennsylvania,17047,Southwest Madison,87300,162500,186.14
IA,Iowa,50247,State Center,81300,122100,150.18
MO,Missouri,64725,Archie,106400,150900,141.82
IA,Iowa,52336,Springville,89200,168000,188.34
TX,Texas,76366,Holliday,66000,96400,146.06
OR,Oregon,97431,Dexter,152300,359500,236.05
NH,New Hampshire,03830,Wakefield,99800,254500,255.01
NY,New York,10577,Purchase,813000,1133100,139.37
TN,Tennessee,38425,Clifton,33900,85000,250.74
CA,California,93626,Friant,207800,436300,209.96
WI,Wisconsin,54896,Winter,90100,107500,119.31
CA,California,93426,Bradley,187300,416300,222.26
NY,New York,12916,Moira,24300,80300,330.45
NC,North Carolina,28772,Brevard,79700,148100,185.82
IN,Indiana,46172,Roachdale,76200,122600,160.89
NY,New York,14139,Wales,105300,229000,217.47
SC,South Carolina,29163,Vance,51300,79900,155.75
CA,California,93667,Tollhouse,155000,275700,177.87
NH,New Hampshire,03057,Mont Vernon,181400,329100,181.42
WI,Wisconsin,54112,Coleman,91000,116000,127.47
NY,New York,13673,Philadelphia,32400,115000,354.94
CA,California,95452,Kenwood,424900,1211200,285.06
NY,New York,13420,Webb,129700,340700,262.68
MD,Maryland,21635,Galena,125600,229700,182.88
MI,Michigan,49070,Martin,95200,147600,155.04
NC,North Carolina,28521,Chinquapin,64500,99100,153.64
GA,Georgia,30634,Dewy Rose,49500,118700,239.8
GA,Georgia,31830,Warm Springs,62500,127200,203.52
IN,Indiana,46919,Converse,69300,98700,142.42
PA,Pennsylvania,17536,Colerain,135100,273200,202.22
OH,Ohio,44807,Attica,67800,88400,130.38
MO,Missouri,65647,Exeter,65000,114000,175.38
OR,Oregon,97360,Mill City,93500,196100,209.73
VA,Virginia,24324,Draper,71200,113800,159.83
IL,Illinois,60424,Gardner,98800,142500,144.23
MO,Missouri,65039,Hartsburg,117000,202100,172.74
NH,New Hampshire,03887,Middleton,95300,200200,210.07
PA,Pennsylvania,15438,Washington,45300,77600,171.3
OH,Ohio,43071,Saint Louisville,89900,156000,173.53
MI,Michigan,49683,Thompsonville,68400,139000,203.22
PA,Pennsylvania,16914,Springfield,91400,135300,148.03
VA,Virginia,24176,Union Hall,234900,451400,192.17
NC,North Carolina,28091,Lilesville,42500,52600,123.76
MI,Michigan,49410,Fountain,38200,74600,195.29
MA,Massachusetts,01515,East Brookfield,126800,246000,194.01
AL,Alabama,35078,Harpersville,114800,174300,151.83
TN,Tennessee,37345,Huntland,41100,89300,217.27
MI,Michigan,49241,Hanover,76800,136800,178.13
KS,Kansas,67030,Colwich,110100,171000,155.31
IN,Indiana,46772,Monroe,89400,148300,165.88
IL,Illinois,60145,Kingston,132900,188100,141.53
VT,Vermont,05773,Wallingford,119400,177900,148.99
TX,Texas,78407,Corpus Christi,46400,69200,149.14
NY,New York,14722,Mayville,273600,367700,134.39
NY,New York,13164,Camillus,92600,178900,193.2
HI,Hawaii,96705,Hanapepe,167400,473600,282.92
NY,New York,12578,Pleasant Valley,160900,279400,173.65
VA,Virginia,22637,Gore,114100,256300,224.63
NC,North Carolina,27315,Providence,75200,100200,133.24
AL,Alabama,35135,Riverside,123000,183100,148.86
TN,Tennessee,38568,Hilham,31400,83400,265.61
MI,Michigan,48628,Hope,82100,119200,145.19
MA,Massachusetts,02650,Chatham,408100,971400,238.03
VA,Virginia,20117,Middleburg,309100,693300,224.3
VA,Virginia,22610,Bentonville,138100,232100,168.07
KS,Kansas,67851,Holcomb,93900,159800,170.18
AZ,Arizona,85342,Peoria,119100,240000,201.51
NJ,New Jersey,07606,South Hackensack,217100,419800,193.37
NY,New York,12149,Richmondville,59100,139100,235.36
IL,Illinois,62548,Mount Pulaski,61300,84800,138.34
KS,Kansas,66073,Perry,90800,145100,159.8
NY,New York,13424,Oriskany,72500,138500,191.03
IA,Iowa,52206,Atkins,83700,238100,284.47
MO,Missouri,65284,Sturgeon,71100,125700,176.79
TX,Texas,78147,Poth,71500,148900,208.25
MN,Minnesota,56511,Audubon,82000,301300,367.44
KS,Kansas,66088,Valley Falls,71800,108200,150.7
NH,New Hampshire,03216,Andover,108700,232300,213.71
NJ,New Jersey,07711,Ocean,274400,988500,360.24
IA,Iowa,52045,Epworth,85100,173800,204.23
TN,Tennessee,37095,Liberty,61400,137400,223.78
IN,Indiana,46539,Mentone,59600,114100,191.44
NY,New York,14560,Springwater,62900,120500,191.57
PA,Pennsylvania,17772,Lewis,68500,164800,240.58
WI,Wisconsin,53507,Barneveld,145500,230000,158.08
IL,Illinois,61833,Tilton,38000,52300,137.63
NJ,New Jersey,08310,Buena Vista,93100,156500,168.1
MO,Missouri,63060,Lonedell,101700,164000,161.26
AR,Arkansas,72562,Newark,40800,78300,191.91
NY,New York,12870,Schroon,77500,188700,243.48
NY,New York,14879,Bath,49200,90500,183.94
NC,North Carolina,28529,Grantsboro,57500,107300,186.61
KY,Kentucky,42020,Almo,57400,137200,239.02
NY,New York,13812,Nichols,52700,108500,205.88
VT,Vermont,05759,Clarendon,118700,185700,156.44
NY,New York,14782,Charlotte,58200,75200,129.21
MI,Michigan,48815,Clarksville,97500,164900,169.13
NY,New York,14516,Rose,59200,95800,161.82
TN,Tennessee,37350,Lookout Mountain,291600,501500,171.98
NH,New Hampshire,03836,Freedom,95300,245800,257.92
TN,Tennessee,37309,Calhoun,47900,101500,211.9
IN,Indiana,46702,Andrews,56800,75900,133.63
AR,Arkansas,72530,Drasco,57400,104500,182.06
IA,Iowa,52332,Shellsburg,89700,180100,200.78
WI,Wisconsin,53919,Brandon,98500,148200,150.46
CA,California,91962,Descanso,199800,454800,227.63
OH,Ohio,44675,Sherrodsville,67000,116200,173.43
MI,Michigan,49753,Lachine,44700,84600,189.26
PA,Pennsylvania,18321,Pocono,79700,152400,191.22
MN,Minnesota,56340,Holdingford,84900,194700,229.33
CA,California,95245,Mokelumne Hill,137500,221500,161.09
CT,Connecticut,06763,Morris,173600,291700,168.03
NY,New York,12496,Windham,111800,257500,230.32
PA,Pennsylvania,16669,Jackson,52100,133400,256.05
MD,Maryland,21871,Westover,75200,123600,164.36
MI,Michigan,48851,Lyons,87700,132900,151.54
NH,New Hampshire,03465,Troy,84100,154100,183.23
NY,New York,12523,Gallatin,99100,231100,233.2
IA,Iowa,50240,Saint Charles,90900,199700,219.69
WA,Washington,98635,Lyle,119200,256100,214.85
MO,Missouri,64742,Drexel,101500,164900,162.46
ME,Maine,04854,Owls Head,141500,320600,226.57
MD,Maryland,21917,Colora,126500,253300,200.24
OH,Ohio,44086,Thompson,123700,168800,136.46
VA,Virginia,23047,Doswell,144300,263100,182.33
VA,Virginia,24311,Atkins,52500,72800,138.67
MO,Missouri,63377,Silex,84600,184400,217.97
OK,Oklahoma,73762,Okarche,68200,178400,261.58
NJ,New Jersey,07980,Long Hill,272700,451700,165.64
PA,Pennsylvania,15034,Dravosburg,47600,62300,130.88
WI,Wisconsin,53002,Addison,132400,217200,164.05
NY,New York,11569,Point Lookout,338100,852000,252
PA,Pennsylvania,16123,Franklin,96300,176000,182.76
IA,Iowa,52076,Strawberry Point,62500,115800,185.28
CO,Colorado,81019,Colorado City,84700,200700,236.95
MN,Minnesota,56628,Bigfork,71100,158400,222.78
IL,Illinois,61030,Forreston,64700,84300,130.29
TN,Tennessee,38374,Scotts Hill,45200,71600,158.41
OR,Oregon,97442,Glendale,66200,156200,235.95
NY,New York,14826,Cohocton,46200,82800,179.22
PA,Pennsylvania,15469,Springfield,59400,119100,200.51
WI,Wisconsin,54821,Cable,141100,251100,177.96
TX,Texas,76554,Little River Academy,76000,136200,179.21
WA,Washington,98822,Entiat,119800,267500,223.29
CT,Connecticut,06058,Norfolk,168400,319800,189.9
NY,New York,12193,Westerlo,85600,186300,217.64
NY,New York,12521,Taghkanic,107100,247800,231.37
WV,West Virginia,25555,Prichard,47600,89900,188.87
FL,Florida,32625,Cedar Key,105800,220400,208.32
CA,California,95975,Rough and Ready,182600,408800,223.88
NY,New York,13459,Sharon,54400,115500,212.32
VT,Vermont,05354,Vernon,139700,210100,150.39
NY,New York,14747,Poland,50200,71500,142.43
PA,Pennsylvania,15437,Wharton,65700,159700,243.07
OH,Ohio,43148,Pleasantville,80800,152900,189.23
WI,Wisconsin,54423,Custer,136700,199200,145.72
CO,Colorado,81236,Nathrop,187100,465900,249.01
CA,California,95638,Herald,216100,597700,276.58
NY,New York,12723,Delaware,78500,161000,205.1
NY,New York,14806,Andover,46500,62700,134.84
CA,California,96146,Tahoe City,271900,642900,236.45
NY,New York,13409,Stockbridge,56900,95500,167.84
NJ,New Jersey,08740,Ocean Gate,90600,200600,221.41
CA,California,91916,Descanso,198800,425300,213.93
IN,Indiana,47513,Birdseye,75900,111700,147.17
MN,Minnesota,55074,Shafer,102400,199100,194.43
AR,Arkansas,72658,Norfork,66800,151500,226.8
IL,Illinois,62935,Galatia,35200,49600,140.91
CT,Connecticut,06060,North Granby,243400,338800,139.19
HI,Hawaii,96796,Waimea,156300,425700,272.36
NY,New York,13416,Newport,59700,119600,200.34
NY,New York,13697,Stockholm,44600,74200,166.37
NY,New York,14171,Ashford,67500,105900,156.89
MD,Maryland,21520,Accident,84100,157600,187.4
VA,Virginia,23898,Zuni,94900,211200,222.55
TN,Tennessee,37318,Cowan,44000,60900,138.41
IN,Indiana,47634,Richland,71800,105600,147.08
NY,New York,12928,Crown Point,54800,126500,230.84
NY,New York,14427,Castile,57600,95000,164.93
PA,Pennsylvania,15724,Montgomery,56600,66000,116.61
NY,New York,13654,Heuvelton,37300,72800,195.17
NY,New York,14814,Big Flats,99900,171000,171.17
SC,South Carolina,29593,Society Hill,30600,31500,102.94
OH,Ohio,45306,Botkins,82000,139200,169.76
NY,New York,13327,Croghan,59800,125900,210.54
WI,Wisconsin,54539,Lake Tomahawk,122700,165500,134.88
NY,New York,10984,Thiells,238800,397300,166.37
PA,Pennsylvania,19373,Thornbury,288600,569300,197.26
NC,North Carolina,28745,Lake Junaluska,95900,195400,203.75
TN,Tennessee,37726,Deer Lodge,31800,86800,272.96
IL,Illinois,62347,Liberty,71600,98800,137.99
FL,Florida,33786,Belleair Beach,205300,589100,286.95
IA,Iowa,52747,Durant,88500,162200,183.28
NC,North Carolina,27046,Sandy Ridge,58900,113200,192.19
NC,North Carolina,28510,Minnesott Beach,84600,174800,206.62
IA,Iowa,50276,Woodward,81900,157100,191.82
KS,Kansas,67017,Benton,104200,156500,150.19
TX,Texas,77983,Seadrift,66100,129300,195.61
PA,Pennsylvania,15722,Carrolltown,91200,88500,97.04
NY,New York,10973,Wawayanda,164300,286800,174.56
PA,Pennsylvania,18053,Heidelberg,110800,240400,216.97
NC,North Carolina,27927,Corolla,245900,555600,225.95
NY,New York,13076,Hastings,63000,122100,193.81
NY,New York,13145,Sandy Creek,51400,116100,225.88
WI,Wisconsin,53091,Theresa,121000,182600,150.91
VA,Virginia,24467,Mount Sidney,132200,244400,184.87
PA,Pennsylvania,18464,Palmyra,90500,199100,220
MN,Minnesota,56098,Winnebago,51700,81800,158.22
TX,Texas,76351,Archer City,56300,80400,142.81
WA,Washington,98303,South Hill,138400,291100,210.33
